id,project_id,title,author,abstract,journal,DOI,pubmed_id,mesh_term,keywords,pubdate,pubstatus,url
160,174,A Novel Approach to Single Cell RNA-Sequence Analysis Facilitates In Silico Gene Reporting of Human Pluripotent Stem Cell-Derived Retinal Cell Types.,"M Joseph Phillips, Peng Jiang, Sara Howden, Patrick Barney, Jee Min, Nathaniel W York, Li-Fang Chu, Elizabeth E Capowski, Abigail Cash, Shivani Jain, Katherine Barlow, Tasnia Tabassum, Ron Stewart, Bikash R Pattnaik, James A Thomson, David M Gamm, M Joseph Phillips, Peng Jiang, Sara Howden, Patrick Barney, Jee Min, Nathaniel W York, Li-Fang Chu, Elizabeth E Capowski, Abigail Cash, Shivani Jain, Katherine Barlow, Tasnia Tabassum, Ron Stewart, Bikash R Pattnaik, James A Thomson, David M Gamm","Cell type-specific investigations commonly use gene reporters or single-cell analytical techniques. However, reporter line development is arduous and generally limited to a single gene of interest, while single-cell RNA (scRNA)-sequencing (seq) frequently yields equivocal results that preclude definitive cell identification. To examine gene expression profiles of multiple retinal cell types derived from human pluripotent stem cells (hPSCs), we performed scRNA-seq on optic vesicle (OV)-like structures cultured under cGMP-compatible conditions. However, efforts to apply traditional scRNA-seq analytical methods based on unbiased algorithms were unrevealing. Therefore, we developed a simple, versatile, and universally applicable approach that generates gene expression data akin to those obtained from reporter lines. This method ranks single cells by expression level of a bait gene and searches the transcriptome for genes whose cell-to-cell rank order expression most closely matches that of the bait. Moreover, multiple bait genes can be combined to refine datasets. Using this approach, we provide further evidence for the authenticity of hPSC-derived retinal cell types. Stem Cells 2018;36:313-324.","Stem cells (Dayton, Ohio)",10.1002/stem.2755,29230913,"Gene Expression Profiling;High-Throughput Nucleotide Sequencing / methods*;Humans;Pluripotent Stem Cells / cytology*;Pluripotent Stem Cells / metabolism*;Retina / cytology*;Sequence Analysis, RNA / methods;Single-Cell Analysis / methods*",Gene expression profiling;High-throughput RNA sequencing;Pluripotent stem cells;Retina,25/12/2017,1,https://doi.org/10.1002/stem.2755
161,175,Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer.,"Woosung Chung, Hye Hyeon Eum, Hae-Ock Lee, Kyung-Min Lee, Han-Byoel Lee, Kyu-Tae Kim, Han Suk Ryu, Sangmin Kim, Jeong Eon Lee, Yeon Hee Park, Zhengyan Kan, Wonshik Han, Woong-Yang Park, Woosung Chung, Hye Hyeon Eum, Hae-Ock Lee, Kyung-Min Lee, Han-Byoel Lee, Kyu-Tae Kim, Han Suk Ryu, Sangmin Kim, Jeong Eon Lee, Yeon Hee Park, Zhengyan Kan, Wonshik Han, Woong-Yang Park","Single-cell transcriptome profiling of tumour tissue isolates allows the characterization of heterogeneous tumour cells along with neighbouring stromal and immune cells. Here we adopt this powerful approach to breast cancer and analyse 515 cells from 11 patients. Inferred copy number variations from the single-cell RNA-seq data separate carcinoma cells from non-cancer cells. At a single-cell resolution, carcinoma cells display common signatures within the tumour as well as intratumoral heterogeneity regarding breast cancer subtype and crucial cancer-related pathways. Most of the non-cancer cells are immune cells, with three distinct clusters of T lymphocytes, B lymphocytes and macrophages. T lymphocytes and macrophages both display immunosuppressive characteristics: T cells with a regulatory or an exhausted phenotype and macrophages with an M2 phenotype. These results illustrate that the breast cancer transcriptome has a wide range of intratumoral heterogeneity, which is shaped by the tumour cells and immune cells in the surrounding microenvironment.",Nature communications,10.1038/ncomms15081,28474673,"B-Lymphocytes / metabolism*;Breast Neoplasms / genetics*;Breast Neoplasms / metabolism;Breast Neoplasms / pathology;Carcinoma, Ductal, Breast / genetics*;Carcinoma, Ductal, Breast / metabolism;Carcinoma, Ductal, Breast / pathology;DNA Copy Number Variations;Female;Gene Expression Profiling;Humans;Lymph Nodes / metabolism;Lymph Nodes / pathology;Lymphocytes, Tumor-Infiltrating / metabolism*;Macrophages / metabolism*;Receptor, ErbB-2 / metabolism;Receptors, Estrogen / metabolism;Receptors, Progesterone / metabolism;Sequence Analysis, RNA / methods;Single-Cell Analysis / methods;T-Lymphocytes / metabolism*;Triple Negative Breast Neoplasms / genetics*;Triple Negative Breast Neoplasms / metabolism;Triple Negative Breast Neoplasms / pathology;Tumor Microenvironment / genetics;Tumor Microenvironment / immunology;Whole Exome Sequencing",Humans;Female;Whole Exome Sequencing;Receptors;Estrogen;Triple Negative Breast Neoplasms;Sequence Analysis;Receptors;Progesterone;Receptor;ErbB-2;Breast Neoplasms;Lymph Nodes;Macrophages;Lymphocytes;Tumor-Infiltrating;T-Lymphocytes;Tumor Microenvironment;B-Lymphocytes;Carcinoma;Ductal;Breast;Single-Cell Analysi,05/05/2017,1,https://doi.org/10.1038/ncomms15081
162,176,Single-cell RNA sequencing identifies diverse roles of epithelial cells in idiopathic pulmonary fibrosis.,"Yan Xu, Takako Mizuno, Anusha Sridharan, Yina Du, Minzhe Guo, Jie Tang, Kathryn A Wikenheiser-Brokamp, Anne-Karina T Perl, Vincent A Funari, Jason J Gokey, Barry R Stripp, Jeffrey A Whitsett, Yan Xu, Takako Mizuno, Anusha Sridharan, Yina Du, Minzhe Guo, Jie Tang, Kathryn A Wikenheiser-Brokamp, Anne-Karina T Perl, Vincent A Funari, Jason J Gokey, Barry R Stripp, Jeffrey A Whitsett","Idiopathic pulmonary fibrosis (IPF) is a lethal interstitial lung disease characterized by airway remodeling, inflammation, alveolar destruction, and fibrosis. We utilized single-cell RNA sequencing (scRNA-seq) to identify epithelial cell types and associated biological processes involved in the pathogenesis of IPF. Transcriptomic analysis of normal human lung epithelial cells defined gene expression patterns associated with highly differentiated alveolar type 2 (AT2) cells, indicated by enrichment of RNAs critical for surfactant homeostasis. In contrast, scRNA-seq of IPF cells identified 3 distinct subsets of epithelial cell types with characteristics of conducting airway basal and goblet cells and an additional atypical transitional cell that contributes to pathological processes in IPF. Individual IPF cells frequently coexpressed alveolar type 1 (AT1), AT2, and conducting airway selective markers, demonstrating ""indeterminate"" states of differentiation not seen in normal lung development. Pathway analysis predicted aberrant activation of canonical signaling via TGF-β, HIPPO/YAP, P53, WNT, and AKT/PI3K. Immunofluorescence confocal microscopy identified the disruption of alveolar structure and loss of the normal proximal-peripheral differentiation of pulmonary epithelial cells. scRNA-seq analyses identified loss of normal epithelial cell identities and unique contributions of epithelial cells to the pathogenesis of IPF. The present study provides a rich data source to further explore lung health and disease.",JCI insight,10.1172/jci.insight.90558,27942595,"Epithelial Cells / cytology*;Gene Expression Profiling;Genetic Markers;Humans;Idiopathic Pulmonary Fibrosis / pathology*;Lung / cytology;Sequence Analysis, RNA*;Single-Cell Analysis;Transcriptome",Genetic Markers;Humans;Transcriptome;Epithelial Cells;Lung;Idiopathic Pulmonary Fibrosi,08/12/2016,1,https://doi.org/10.1172/jci.insight.90558
163,177,Single-cell transcriptome analysis of avian neural crest migration reveals signatures of invasion and molecular transitions.,"Jason A Morrison, Rebecca McLennan, Lauren A Wolfe, Madelaine M Gogol, Samuel Meier, Mary C McKinney, Jessica M Teddy, Laura Holmes, Craig L Semerad, Andrew C Box, Hua Li, Kathryn E Hall, Anoja G Perera, Paul M Kulesa, Jason A Morrison, Rebecca McLennan, Lauren A Wolfe, Madelaine M Gogol, Samuel Meier, Mary C McKinney, Jessica M Teddy, Laura Holmes, Craig L Semerad, Andrew C Box, Hua Li, Kathryn E Hall, Anoja G Perera, Paul M Kulesa","Neural crest cells migrate throughout the embryo, but how cells move in a directed and collective manner has remained unclear. Here, we perform the first single-cell transcriptome analysis of cranial neural crest cell migration at three progressive stages in chick and identify and establish hierarchical relationships between cell position and time-specific transcriptional signatures. We determine a novel transcriptional signature of the most invasive neural crest Trailblazer cells that is consistent during migration and enriched for approximately 900 genes. Knockdown of several Trailblazer genes shows significant but modest changes to total distance migrated. However, in vivo expression analysis by RNAscope and immunohistochemistry reveals some salt and pepper patterns that include strong individual Trailblazer gene expression in cells within other subregions of the migratory stream. These data provide new insights into the molecular diversity and dynamics within a neural crest cell migratory stream that underlie complex directed and collective cell behaviors.",Elife,10.7554/eLife.28415,29199959,Animals;Cell Movement*;Chick Embryo;Gene Expression Profiling*;Neural Crest / physiology*;Single-Cell Analysis*;Spatio-Temporal Analysis,RNAseq;Single cell;cell biology;chicken;developmental biology;migration;neural crest;stem cells;trailblazers,04/12/2017,1,https://doi.org/10.7554/eLife.28415
164,178,Single-cell RNA-seq reveals hidden transcriptional variation in malaria parasites,"Adam J Reid, Arthur M Talman, Hayley M Bennett, Ana R Gomes, Mandy J Sanders, Christopher J R Illingworth, Oliver Billker, Matthew Berriman, Mara Kn Lawniczak, Adam J Reid, Arthur M Talman, Hayley M Bennett, Ana R Gomes, Mandy J Sanders, Christopher J R Illingworth, Oliver Billker, Matthew Berriman, Mara Kn Lawniczak","Single-cell RNA-sequencing is revolutionising our understanding of seemingly homogeneous cell populations but has not yet been widely applied to single-celled organisms. Transcriptional variation in unicellular malaria parasites from thePlasmodiumgenus is associated with critical phenotypes including red blood cell invasion and immune evasion, yet transcriptional variation at an individual parasite level has not been examined in depth. Here, we describe the adaptation of a single-cell RNA-sequencing (scRNA-seq) protocol to deconvolute transcriptional variation for more than 500 individual parasites of both rodent and human malaria comprising asexual and sexual life-cycle stages. We uncover previously hidden discrete transcriptional signatures during the pathogenic part of the life cycle, suggesting that expression over development is not as continuous as commonly thought. In transmission stages, we find novel, sex-specific roles for differential expression of contingency gene families that are usually associated with immune evasion and pathogenesis.",Elife,10.7554/eLife.33105,29580379,"Animals;Gene Expression Profiling*;Genetic Variation*;Humans;Plasmodium / genetics*;Rodentia;Sequence Analysis, RNA*;Single-Cell Analysis*",P falciparum;cell biology;evolutionary biology;genomics;malaria;scRNAseq;transmission,27/03/2018,1,https://doi.org/10.7554/eLife.33105
165,180,Single-cell analysis reveals the continuum of human lympho-myeloid progenitor cells.,"Dimitris Karamitros, Bilyana Stoilova, Zahra Aboukhalil, Fiona Hamey, Andreas Reinisch, Marina Samitsch, Lynn Quek, Georg Otto, Emmanouela Repapi, Jessica Doondeea, Batchimeg Usukhbayar, Julien Calvo, Stephen Taylor, Nicolas Goardon, Emmanuelle Six, Francoise Pflumio, Catherine Porcher, Ravindra Majeti, Berthold Göttgens, Paresh Vyas, Dimitris Karamitros, Bilyana Stoilova, Zahra Aboukhalil, Fiona Hamey, Andreas Reinisch, Marina Samitsch, Lynn Quek, Georg Otto, Emmanouela Repapi, Jessica Doondeea, Batchimeg Usukhbayar, Julien Calvo, Stephen Taylor, Nicolas Goardon, Emmanuelle Six, Francoise Pflumio, Catherine Porcher, Ravindra Majeti, Berthold Göttgens, Paresh Vyas","The hierarchy of human hemopoietic progenitor cells that produce lymphoid and granulocytic-monocytic (myeloid) lineages is unclear. Multiple progenitor populations produce lymphoid and myeloid cells, but they remain incompletely characterized. Here we demonstrated that lympho-myeloid progenitor populations in cord blood - lymphoid-primed multi-potential progenitors (LMPPs), granulocyte-macrophage progenitors (GMPs) and multi-lymphoid progenitors (MLPs) - were functionally and transcriptionally distinct and heterogeneous at the clonal level, with progenitors of many different functional potentials present. Although most progenitors had the potential to develop into only one mature cell type ('uni-lineage potential'), bi- and rarer multi-lineage progenitors were present among LMPPs, GMPs and MLPs. Those findings, coupled with single-cell expression analyses, suggest that a continuum of progenitors execute lymphoid and myeloid differentiation, rather than only uni-lineage progenitors' being present downstream of stem cells.",Nature immunology,10.1038/s41590-017-0001-2,29167569,"Animals;Cell Differentiation / genetics*;Cell Lineage / genetics;Cell Separation / methods;Cells, Cultured;Gene Expression Profiling / methods*;Hematopoiesis / genetics;Hematopoietic Stem Cell Transplantation / methods;Humans;Lymphoid Progenitor Cells / metabolism*;Mice;Myeloid Progenitor Cells / metabolism*;Single-Cell Analysis / methods*;Transplantation, Heterologous",Transplantation;Heterologous;Animals;Humans;Mice;Cultured;Cell Lineage;Myeloid Progenitor Cells;Gene Expression Profiling;Cell Differentiation;Lymphoid Progenitor Cells;Hematopoiesis;Cell Separation;Hematopoietic Stem Cell Transplantation;Single-Cell Analysi,21/11/2017,1,https://doi.org/10.1038/s41590-017-0001-2
166,181,A single-cell survey of the small intestinal epithelium.,"Adam L Haber, Moshe Biton, Noga Rogel, Rebecca H Herbst, Karthik Shekhar, Christopher Smillie, Grace Burgin, Toni M Delorey, Michael R Howitt, Yarden Katz, Itay Tirosh, Semir Beyaz, Danielle Dionne, Mei Zhang, Raktima Raychowdhury, Wendy S Garrett, Orit Rozenblatt-Rosen, Hai Ning Shi, Omer Yilmaz, Ramnik J Xavier, Aviv Regev, Adam L Haber, Moshe Biton, Noga Rogel, Rebecca H Herbst, Karthik Shekhar, Christopher Smillie, Grace Burgin, Toni M Delorey, Michael R Howitt, Yarden Katz, Itay Tirosh, Semir Beyaz, Danielle Dionne, Mei Zhang, Raktima Raychowdhury, Wendy S Garrett, Orit Rozenblatt-Rosen, Hai Ning Shi, Omer Yilmaz, Ramnik J Xavier, Aviv Regev","Intestinal epithelial cells absorb nutrients, respond to microbes, function as a barrier and help to coordinate immune responses. Here we report profiling of 53,193 individual epithelial cells from the small intestine and organoids of mice, which enabled the identification and characterization of previously unknown subtypes of intestinal epithelial cell and their gene signatures. We found unexpected diversity in hormone-secreting enteroendocrine cells and constructed the taxonomy of newly identified subtypes, and distinguished between two subtypes of tuft cell, one of which expresses the epithelial cytokine Tslp and the pan-immune marker CD45, which was not previously associated with non-haematopoietic cells. We also characterized the ways in which cell-intrinsic states and the proportions of different cell types respond to bacterial and helminth infections: Salmonella infection caused an increase in the abundance of Paneth cells and enterocytes, and broad activation of an antimicrobial program; Heligmosomoides polygyrus caused an increase in the abundance of goblet and tuft cells. Our survey highlights previously unidentified markers and programs, associates sensory molecules with cell types, and uncovers principles of gut homeostasis and response to pathogens.",Nature,10.1038/nature24489,29144463,"Animals;Cell Differentiation;Cytokines / metabolism;Enterocytes / metabolism;Epithelial Cells / cytology*;Epithelial Cells / metabolism;Epithelium / metabolism*;Female;Gene Expression Profiling;Homeostasis;Intestine, Small / cytology*;Leukocyte Common Antigens / metabolism;Male;Mice;Organoids / cytology;Organoids / metabolism;Paneth Cells / metabolism;Single-Cell Analysis*;Transcription, Genetic",Male;Animals;Cell Differentiation;Female;Mice;Genetic;Homeostasis;Intestine;Enterocytes;Leukocyte Common Antigens;Organoids;Cytokines;Epithelial Cells;Epithelium;Paneth Cell,08/11/2017,1,https://doi.org/10.1038/nature24489
167,182,Single-Cell RNA-Seq Reveals Transcriptional Heterogeneity in Latent and Reactivated HIV-Infected Cells.,"Monica Golumbeanu, Sara Cristinelli, Sylvie Rato, Miguel Munoz, Matthias Cavassini, Niko Beerenwinkel, Angela Ciuffi, Monica Golumbeanu, Sara Cristinelli, Sylvie Rato, Miguel Munoz, Matthias Cavassini, Niko Beerenwinkel, Angela Ciuffi","Despite effective treatment, HIV can persist in latent reservoirs, which represent a major obstacle toward HIV eradication. Targeting and reactivating latent cells is challenging due to the heterogeneous nature of HIV-infected cells. Here, we used a primary model of HIV latency and single-cell RNA sequencing to characterize transcriptional heterogeneity during HIV latency and reactivation. Our analysis identified transcriptional programs leading to successful reactivation of HIV expression.",Cell reports,10.1016/j.celrep.2018.03.102,29694901,"Female;Gene Expression Regulation, Viral / physiology*;HIV Infections / genetics;HIV Infections / metabolism*;HIV-1 / physiology*;Humans;Male;Sequence Analysis, RNA*;Virus Activation / physiology*;Virus Latency / physiology*",HIV;cure;heterogeneity;inducible cell;latency;reactivation;scRNA-seq;signature;single cell;transcriptome,24/04/2018,1,https://doi.org/10.1016/j.celrep.2018.03.102
168,183,Vitamin A-Retinoic Acid Signaling RegulatesHematopoietic Stem Cell Dormancy,"Nina Cabezas-Wallscheid, Florian Buettner, Pia Sommerkamp, Daniel Klimmeck, Luisa Ladel, Frederic B Thalheimer, Daniel Pastor-Flores, Leticia P Roma, Simon Renders, Petra Zeisberger, Adriana Przybylla, Katharina Schönberger, Roberta Scognamiglio, Sandro Altamura, Carolina M Florian, Malak Fawaz, Dominik Vonficht, Melania Tesio, Paul Collier, Dinko Pavlinic, Hartmut Geiger, Timm Schroeder, Vladimir Benes, Tobias P Dick, Michael A Rieger, Oliver Stegle, Andreas Trumpp, Nina Cabezas-Wallscheid, Florian Buettner, Pia Sommerkamp, Daniel Klimmeck, Luisa Ladel, Frederic B Thalheimer, Daniel Pastor-Flores, Leticia P Roma, Simon Renders, Petra Zeisberger, Adriana Przybylla, Katharina Schönberger, Roberta Scognamiglio, Sandro Altamura, Carolina M Florian, Malak Fawaz, Dominik Vonficht, Melania Tesio, Paul Collier, Dinko Pavlinic, Hartmut Geiger, Timm Schroeder, Vladimir Benes, Tobias P Dick, Michael A Rieger, Oliver Stegle, Andreas Trumpp","Dormant hematopoietic stem cells (dHSCs) are atop the hematopoietic hierarchy. The molecular identity of dHSCs and the mechanisms regulating their maintenance or exit from dormancy remain uncertain. Here, we use single-cell RNA sequencing (RNA-seq) analysis to show that the transition from dormancy toward cell-cycle entry is a continuous developmental path associated with upregulation of biosynthetic processes rather than a stepwise progression. In addition, low Myc levels and high expression of a retinoic acid program are characteristic for dHSCs. To follow the behavior of dHSCs in situ, a Gprc5c-controlled reporter mouse was established. Treatment with all-trans retinoic acid antagonizes stress-induced activation of dHSCs by restricting protein translation and levels of reactive oxygen species (ROS) and Myc. Mice maintained on a vitamin A-free diet lose HSCs and show a disrupted re-entry into dormancy after exposure to inflammatory stress stimuli. Our results highlight the impact of dietary vitamin A on the regulation of cell-cycle-mediated stem cell plasticity. VIDEO ABSTRACT.",Cell,10.1016/j.cell.2017.04.018,28479188,"Animals;Biosynthetic Pathways;Cell Culture Techniques;Cell Cycle / drug effects;Cell Survival;Diet;Gene Expression Profiling;Hematopoietic Stem Cells / cytology*;Hematopoietic Stem Cells / drug effects;Mice;Poly I-C / pharmacology;Reactive Oxygen Species / metabolism;Receptors, G-Protein-Coupled / metabolism;Signal Transduction*;Single-Cell Analysis;Stress, Physiological;Tretinoin / pharmacology*;Vitamin A / administration & dosage*;Vitamin A / pharmacology;Vitamins / administration & dosage;Vitamins / pharmacology",ATRA;HSC;RNA-seq;diet;dormancy;hematopoietic stem cell;reporter;retinoic acid;single-cell;vitamin A,04/05/2017,1,https://doi.org/10.1016/j.cell.2017.04.018
169,184,Maturing Human CD127+ CCR7+ PDL1+ Dendritic Cells Express AIRE in the Absence of Tissue Restricted Antigens,"Joannah R Fergusson, Michael D Morgan, Melanie Bruchard, Leonie Huitema, Balthasar A Heesters, Vincent van Unen, Jan Piet van Hamburg, Nicole N van der Wel, Daisy Picavet, Frits Koning, Sander W Tas, Mark S Anderson, John C Marioni, Georg A Holländer, Hergen Spits, Joannah R Fergusson, Michael D Morgan, Melanie Bruchard, Leonie Huitema, Balthasar A Heesters, Vincent van Unen, Jan Piet van Hamburg, Nicole N van der Wel, Daisy Picavet, Frits Koning, Sander W Tas, Mark S Anderson, John C Marioni, Georg A Holländer, Hergen Spits","Expression of the Autoimmune regulator (AIRE) outside of the thymus has long been suggested in both humans and mice, but the cellular source in humans has remained undefined. Here we identify AIRE expression in human tonsils and extensively analyzed these ""extra-thymic AIRE expressing cells"" (eTACs) using combinations of flow cytometry, CyTOF and single cell RNA-sequencing. We identified AIRE+ cells as dendritic cells (DCs) with a mature and migratory phenotype including high levels of antigen presenting molecules and costimulatory molecules, and specific expression of CD127, CCR7, and PDL1. These cells also possessed the ability to stimulate and re-stimulate T cells and displayed reduced responses to toll-like receptor (TLR) agonists compared to conventional DCs. While expression ofAIREwas enriched within CCR7+CD127+ DCs, single-cell RNA sequencing revealed expression ofAIREto be transient, rather than stable, and associated with the differentiation to a mature phenotype. The role of AIRE in central tolerance induction within the thymus is well-established, however our study shows thatAIREexpression within the periphery is not associated with an enriched expression of tissue-restricted antigens (TRAs). This unexpected finding, suggestive of wider functions of AIRE, may provide an explanation for the non-autoimmune symptoms of APECED patients who lack functional AIRE.",Frontiers in immunology,10.3389/fimmu.2018.02902,30692988,"B7-H1 Antigen / metabolism;Cell Communication / immunology;Cells, Cultured;Child, Preschool;Dendritic Cells / immunology*;Dendritic Cells / metabolism;Humans;Infant;Infant, Newborn;Interleukin-7 Receptor alpha Subunit / metabolism;Lymphocyte Activation;Palatine Tonsil / cytology*;Palatine Tonsil / immunology;Palatine Tonsil / metabolism;Primary Cell Culture;Receptors, CCR7 / metabolism;T-Lymphocytes / immunology;Transcription Factors / immunology;Transcription Factors / metabolism*",AIRE;PDL1;dendritic cells;maturation;tissue restricted antigen,14/01/2019,1,https://doi.org/10.3389/fimmu.2018.02902
170,185,snRNA-seq reveals a subpopulation of adipocytes that regulates thermogenesis,"Wenfei Sun, Hua Dong, Miroslav Balaz, Michal Slyper, Eugene Drokhlyansky, Georgia Colleluori, Antonio Giordano, Zuzana Kovanicova, Patrik Stefanicka, Lucia Balazova, Lianggong Ding, Anna Sofie Husted, Gottfried Rudofsky, Jozef Ukropec, Saverio Cinti, Thue W Schwartz, Aviv Regev, Christian Wolfrum, Wenfei Sun, Hua Dong, Miroslav Balaz, Michal Slyper, Eugene Drokhlyansky, Georgia Colleluori, Antonio Giordano, Zuzana Kovanicova, Patrik Stefanicka, Lucia Balazova, Lianggong Ding, Anna Sofie Husted, Gottfried Rudofsky, Jozef Ukropec, Saverio Cinti, Thue W Schwartz, Aviv Regev, Christian Wolfrum","Adipose tissue is usually classified on the basis of its function as white, brown or beige (brite)1. It is an important regulator of systemic metabolism, as shown by the fact that dysfunctional adipose tissue in obesity leads to a variety of secondary metabolic complications2,3. In addition, adipose tissue functions as a signalling hub that regulates systemic metabolism through paracrine and endocrine signals4. Here we use single-nucleus RNA-sequencing (snRNA-seq) analysis in mice and humans to characterize adipocyte heterogeneity. We identify a rare subpopulation of adipocytes in mice that increases in abundance at higher temperatures, and we show that this subpopulation regulates the activity of neighbouring adipocytes through acetate-mediated modulation of their thermogenic capacity. Human adipose tissue contains higher numbers of cells of this subpopulation, which could explain the lower thermogenic activity of human compared to mouse adipose tissue and suggests that targeting this pathway could be used to restore thermogenic activity.",Nature,10.1038/s41586-020-2856-x,33116305,"Acetates / metabolism;Adipocytes / metabolism*;Adipose Tissue, Brown / cytology;Adipose Tissue, Brown / metabolism;Adult;Aged;Aldehyde Dehydrogenase 1 Family / genetics;Aldehyde Dehydrogenase 1 Family / metabolism;Animals;Cell Nucleus / genetics*;Cell Separation;Cytochrome P-450 CYP2E1 / genetics;Cytochrome P-450 CYP2E1 / metabolism;Energy Metabolism;Female;Humans;Male;Mice;Middle Aged;Paracrine Communication;RNA-Seq*;Retinal Dehydrogenase / genetics;Retinal Dehydrogenase / metabolism;Single-Cell Analysis*;Thermogenesis / genetics*;Young Adult",Aged;Male;Adult;Animals;Cell Separation;Humans;Female;Mice;Young Adult;Paracrine Communication;Energy Metabolism;Middle Aged;Cytochrome P-450 CYP2E1;Adipose Tissue;Brown;Adipocytes;Aldehyde Dehydrogenase 1 Family;Acetates;Cell Nucleus;Retinal Dehydrogenase;Thermogenesi,28/10/2020,1,https://doi.org/10.1038/s41586-020-2856-x
171,187,Identification of Embryonic Neural Plate Border Stem Cells and Their Generation by Direct Reprogramming from Adult Human Blood Cells,"Marc Christian Thier, Oliver Hommerding, Jasper Panten, Roberta Pinna, Diego García-González, Thomas Berger, Philipp Wörsdörfer, Yassen Assenov, Roberta Scognamiglio, Adriana Przybylla, Paul Kaschutnig, Lisa Becker, Michael D Milsom, Anna Jauch, Jochen Utikal, Carl Herrmann, Hannah Monyer, Frank Edenhofer, Andreas Trumpp, Marc Christian Thier, Oliver Hommerding, Jasper Panten, Roberta Pinna, Diego García-González, Thomas Berger, Philipp Wörsdörfer, Yassen Assenov, Roberta Scognamiglio, Adriana Przybylla, Paul Kaschutnig, Lisa Becker, Michael D Milsom, Anna Jauch, Jochen Utikal, Carl Herrmann, Hannah Monyer, Frank Edenhofer, Andreas Trumpp","We report the direct reprogramming of both adult human fibroblasts and blood cells into induced neural plate border stem cells (iNBSCs) by ectopic expression of four neural transcription factors. Self-renewing, clonal iNBSCs can be robustly expanded in defined media while retaining multilineage differentiation potential. They generate functional cell types of neural crest and CNS lineages and could be used to model a human pain syndrome via gene editing of SCN9A in iNBSCs. NBSCs can also be derived from human pluripotent stem cells and share functional and molecular features with NBSCs isolated from embryonic day 8.5 (E8.5) mouse neural folds. Single-cell RNA sequencing identified the anterior hindbrain as the origin of mouse NBSCs, with human iNBSCs sharing a similar regional identity. In summary, we identify embryonic NBSCs and report their generation by direct reprogramming in human, which may facilitate insights into neural development and provide a neural stem cell source for applications in regenerative medicine.",Cell stem cell,10.1016/j.stem.2018.11.015,30581079,"Adult;Animals;Blood Cells;Cell Differentiation*;Cells, Cultured;Cellular Reprogramming*;Embryonic Stem Cells / cytology*;Embryonic Stem Cells / metabolism;Humans;Male;Mice;Neural Plate / cytology*;Neural Plate / metabolism;Neural Stem Cells / cytology*;Neural Stem Cells / metabolism;Neurogenesis;Pluripotent Stem Cells / cytology*;Pluripotent Stem Cells / metabolism;Young Adult",CRISPR;NSC;direct conversion;iNSC;neural crest;neural plate border;neural progenitor;neural stem cells;regenerative medicine,20/12/2018,1,https://doi.org/10.1016/j.stem.2018.11.015
172,189,Single-cell RNA sequencing reveals metallothionein heterogeneity during hESC differentiation to definitive endoderm.,"Junjie Lu, Anna Baccei, Edroaldo Lummertz da Rocha, Christelle Guillermier, Sean McManus, Lydia A Finney, Cheng Zhang, Matthew L Steinhauser, Hu Li, Paul H Lerou, Junjie Lu, Anna Baccei, Edroaldo Lummertz da Rocha, Christelle Guillermier, Sean McManus, Lydia A Finney, Cheng Zhang, Matthew L Steinhauser, Hu Li, Paul H Lerou","Differentiation of human pluripotent stem cells towards definitive endoderm (DE) is the critical first step for generating cells comprising organs such as the gut, liver, pancreas and lung. This in-vitro differentiation process generates a heterogeneous population with a proportion of cells failing to differentiate properly and maintaining expression of pluripotency factors such as Oct4. RNA sequencing of single cells collected at four time points during a 4-day DE differentiation identified high expression of metallothionein genes in the residual Oct4-positive cells that failed to differentiate to DE. Using X-ray fluorescence microscopy and multi-isotope mass spectrometry, we discovered that high intracellular zinc level corresponds with persistent Oct4 expression and failure to differentiate. This study improves our understanding of the cellular heterogeneity during in-vitro directed differentiation and provides a valuable resource to improve DE differentiation efficiency.",Stem cell research,10.1016/j.scr.2018.01.015,29427839,"Cell Cycle Checkpoints;Cell Differentiation*;Endoderm / cytology*;Human Embryonic Stem Cells / cytology*;Human Embryonic Stem Cells / metabolism;Humans;Intracellular Space / metabolism;Metallothionein / metabolism*;Sequence Analysis, RNA / methods*;Single-Cell Analysis / methods*;Zinc / metabolism",Definitive endoderm;Differentiation;Heterogeneity;RNA sequencing;Single cell;hPSC,31/01/2018,1,https://doi.org/10.1016/j.scr.2018.01.015
