id,celltype_id,celltype_name,type
1584,436,pMGE.125.CYP1B1,1
1585,1632,nMGE.125.NEFL,1
1586,2257,oMGE.125.PDGFRA,1
1587,2135,p.125.ATF3,1
1588,2563,pMGE.125.AQP4,1
1589,2392,telencephalic progenitor cell,1
1590,2138,intermediate medial ganglionic eminence progenitor,1
1591,1337,medial ganglionic eminence neuron,1
1592,2824,nCTX.100.DLX5,1
1593,2451,pMGE.100.AQP4,1
1594,3385,nCTX.100.SST,1
1595,1404,oMGE.100.PDGFRA,1
1596,2428,ip.100.DLL1,1
1597,1260,pTEL.100.OLIG1,1
1598,815,lateral ganglionic eminence neuron,1
1599,2551,p.100.CTGF,1
1600,2484,pTEL.100.CRH,1
1601,423,nCTX.100.CORT,1
1602,1104,pMGE.100.FRZB,1
1603,2691,p.100.ATF3,1
1604,1080,nCTX.100.SST.CRABP1,1
1605,2628,nMGE.100.CFC1,1
1606,2072,nMGE.54.CFC1,1
1607,2124,nCTX.54.GRIA2,1
1608,1006,nCTX.54.CORT.NEFL,1
1609,1724,nCTX.54.SST,1
1610,1583,nCTX.54.CORT,1
1611,1998,IpMGE.54.OLIG1,1
1612,1435,nMGE.54.GAD1,1
1613,1563,ipMGE.54.ST18,1
1614,1166,pMGE.54.SPARCL1,1
1615,2166,pTEL.54.PAX6,1
1616,1275,pTEL.24.PAX6,1
1617,699,nMGE.24.LHX8,1
1618,331,pMGE.24.NKX2-1,1
1619,2843,pTEL.24.ANXA1,1
1620,513,nLGE.24.SP8,1
1621,655,nLGE.24.CFC1,1
1622,2363,nMGE.24.LHX8.GRIA2,1
1623,3257,ipMGE.24.DLL1,1
1624,1606,pMGE.54.CRABP2,1
1625,2506,late enterocyte progenitor,1
1626,1617,early enterocyte progenitor,1
1627,29,endocrine cell,1
1628,29,CL:0000163,3
1629,29,endocrine cell,1
1630,261,hair germinal matrix cell,1
1631,261,CL:0002562,3
1632,261,hair germinal matrix cell,1
1633,262,hair follicle dermal papilla cell,1
1634,262,CL:0000346,3
1635,262,hair follicle dermal papilla cell,1
1636,1977,hair germ cell,1
1637,1265,hair follicle bulge stem cell,1
1638,1145,proliferating neural progenitor cell 4,1
1639,1495,proliferating neural progenitor cell 5,1
1640,1305,immature neuron 5,1
1641,3167,proliferating neural progenitor cell,1
1642,1358,immature neuron 3,1
1643,1559,proliferating neural progenitor cell 4 - astrocyte,1
1644,2323,proliferating neural progenitor cell 3,1
1645,1917,vascular smooth muscle cell,1
1646,2547,immature neuron 1,1
1647,2310,proliferating neural progenitor cell 1,1
1648,2476,immature neuron 4,1
1649,3361,proliferating neural progenitor cell 2,1
1650,568,proliferating neural progenitor cell 5 - vascular smooth muscle cell,1
1651,2863,proliferating neural progenitor cell 5 - microglial cell,1
1652,3189,astrocytes or ependymal cell,1
1653,2953,proliferating neural progenitor cell 4 - ependymal cell,1
1654,263,ependymal cell,1
1655,263,CL:0000065,3
1656,263,ependymal cell,1
1657,1764,TA-a,1
1658,1722,TA-b,1
1659,2892,TB,1
1660,3296,SB,1
1661,730,SA-b,1
1662,1381,SA-a,1
1663,3396,placode,1
1664,2408,neural tube,1
1665,1368,pharyngeal mesoderm,1
1666,3401,forebrain,1
1667,516,mid hindbrain,1
1668,1148,mixed mesoderm,1
1669,3465,somitic mesoderm,1
1670,25,cardiocyte,1
1671,25,CL:0002494,3
1672,25,cardiocyte,1
1673,2245,foregut,1
1674,264,neural crest cell,1
1675,264,CL:0011012,3
1676,264,neural crest cell,1
1677,2440,mesoderm progenitor,1
1678,2965,extraembryonic endoderm cell,1
1679,3378,presomitic mesoderm,1
1680,27,neuron,1
1681,27,CL:0000540,3
1682,27,NEURON,2
1683,1841,Neuron.Gad1Gad2.Cplx3-Npy,1
1684,1089,Neuron.Slc17a7-Slc17a6.Shisa8,1
1685,1398,Neuron.Slc17a7-Slc17a8.Fezf2-Slc17a8,1
1686,1421,Neuron.Gad1Gad2-Chat.Synpr-Slc5a7,1
1687,3250,Neuron.Slc17a7.Bcl6-C1ql2,1
1688,3117,Neuron.Gad1Gad2.Synpr-Pcdh11x,1
1689,1030,MURAL,1
1690,3083,Neuron.Gad1Gad2.Sst-Pdyn,1
1691,2491,ENDOTHELIAL_TIP,1
1692,1658,Endothelial_Tip.Dcn.Mgp-Penk,1
1693,2132,ENDOTHELIAL_STALK,1
1694,3193,Endothelial_Stalk.Flt1.Car4,1
1695,3368,Neuron.Gad1Gad2.Synpr-Crispld2,1
1696,3264,Neuron.Gad1Gad2-Th.Nr4a2,1
1697,3146,Neuron.Slc17a7-Slc17a6.Tshz2-Fos,1
1698,1753,Neuron.Gad1Gad2.Sst-Crh,1
1699,1446,Endothelial_Stalk.Flt1.Gm9946,1
1700,2717,Endothelial_Stalk.Flt1.Gkn3,1
1701,799,Neuron.Slc17a7-Slc17a6.Tshz2-Cabp7,1
1702,2513,Neuron.Slc17a7-Slc17a6.Fezf2-Htr2c,1
1703,2218,Neuron.Gad1Gad2.Cplx3-Egln3,1
1704,302,POLYDENDROCYTE,1
1705,2802,Neuron.Sc17a7.Crym,1
1706,748,Neuron.Gad1Gad2-Slc17a8.Synpr-Sncg-Yjefn3,1
1707,872,Endothelial_Tip.Dcn.Nnat,1
1708,8,macrophage,1
1709,8,CL:0000235,3
1710,8,MACROPHAGE,2
1711,2885,Macrophage.C1qb.Mrc1,1
1712,17,astrocyte,1
1713,17,CL:0000127,3
1714,17,ASTROCYTE,2
1715,1710,Endothelial_Tip.Dcn.Mgp-Clu,1
1716,1513,Astrocyte.Gja1.Sparc,1
1717,22,oligodendrocyte,1
1718,22,CL:0000128,3
1719,22,OLIGODENDROCYTE,2
1720,3351,Oligodendrocyte.Tfr.Klk6,1
1721,295,Neuron.Sc17a7.Oprk1,1
1722,2213,Astrocyte.Gja1.Myoc,1
1723,1693,Endothelial_Tip.Dcn.Coch,1
1724,3059,Neuron.Sc17a7.Calb1-Lpl-Penk,1
1725,3018,Neuron.Slc17a7.Syt6-Cplx3,1
1726,1033,Neuron.Sc17a7.Calb1-Tshz2,1
1727,1928,Neuron.Slc17a7-Slc17a6.Tshz2,1
1728,2188,Neuron.Slc17a7-Slc17a6.Tshz2-Prlr,1
1729,3166,Neuron.Sc17a7.Rorb-Gpr83,1
1730,2348,Neuron.Slc17a7-Slc17a6.Rorb-Pcdh20,1
1731,2903,Neuron.Gad1Gad2.Pvalb-Cartpt,1
1732,3381,Oligodendrocyte.Tfr.Tmem2,1
1733,1247,Neuron.Slc17a7.Syt6-Tshz2-Nrep,1
1734,2873,Neuron.Slc17a7.Syt6-Tox,1
1735,3403,Neuron.Gad1Gad2.Pvalb-Unc5b,1
1736,913,Neuron.Slc17a7.Bcl6-Npnt,1
1737,538,Neuron.Slc17a7.Syt6-Fos,1
1738,961,Neuron.Slc17a7.Syt6-Nnat,1
1739,719,Neuron.Gad1Gad2.Pvalb-Nefm,1
1740,2154,Neuron.Gad1Gad2.Synpr-Sncg,1
1741,734,Neuron.Slc17a7.Bcl6-Fos,1
1742,1242,Astrocyte.Gja1.Igfbp2,1
1743,2433,Neuron.Slc17a7.Bcl6-Dditl,1
1744,1699,Polydendrocyte.Tnr.Tmsb4x,1
1745,2684,Neuron.Slc17a7-Slc17a6.Tshz2-Rasd1,1
1746,1481,Oligodendrocyte.Tfr.Il33,1
1747,2084,Neuron.Gad1Gad2.Cplx3-Reln,1
1748,2162,Endothelial_Stalk.Flt1.Vwf,1
1749,3132,Polydendrocyte.Tnr.Dlx1,1
1750,336,Neuron.Slc17a7.Fibcd1-Lypd1,1
1751,1164,Neuron.Slc17a7-Slc17a6.Tshz2-Nnat,1
1752,3467,Gad1Gad2_Id2.Bcl11b,1
1753,1605,Neuron.Sc17a7.Calb1-Otof,1
1754,598,Neuron.Slc17a7.Fibcd1-Kitl,1
1755,1922,Gad1Gad2Slc17a8_Htr3a.Ktcd12,1
1756,2626,Neuron.Slc17a7.Calb2-Vgll3,1
1757,1562,Gad1Gad2_Htr3a.Efba5,1
1758,1909,Neuron.Slc17a7.Pvrl3-Fos,1
1759,3088,Neuron.Slc17a7.Fibcd1-Fos,1
1760,2327,Neuron.Slc17a7.Pvrl3-Inhba,1
1761,2369,Gad1Gad2_Htr3a.Ecel1,1
1762,1504,Neuron.Slc17a7.C1ql2-Cck,1
1763,1408,Neuron.Slc17a7.Dcn-Camk2d,1
1764,1395,Neuron.Slc17a7.Fibcd1-Nrip3,1
1765,789,Oligodendrocyte.Trf.Plin3,1
1766,2709,Neuron.Gad1Gad2_Pvalb.Gfra1,1
1767,691,Gad1Gad2_Htr3a.Cpne5,1
1768,2312,Neuron.Gad1Gad2_Pvalb.Tac1,1
1769,1731,Gad1Gad2_Id2.Prlr,1
1770,3129,Neuron.Slc17a7.Nxph3-Hpcal-Krt12,1
1771,2747,Neuron.Slc17a7.Cbln1-Trps1,1
1772,1462,Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Kcnh8,1
1773,1963,Neuron.Slc17a6.Nefm,1
1774,1092,Endothelial_Stalk.Flt1.Cdkn2b,1
1775,2631,EPENDYMAL,1
1776,1914,Gad1Gad2_Cplx3.Tox,1
1777,2726,Gad1Gad2_Htr3a.Krt73,1
1778,2431,Neuron.Slc17a7.Fezf2-Efna5,1
1779,971,Neuron.Slc17a7.Dcn-Pou3f1,1
1780,2982,Neuron.Slc17a7.FIbcd1-Inhba,1
1781,2331,Mural.Acta2Rgs5.Acta2,1
1782,1496,Neuron.Slc17a7.Syt6-Slc24a2,1
1783,2608,Neuron.Slc17a7.Bcl6-Ptgfr,1
1784,1133,Mural.Acta2Rgs5Rgs5,1
1785,1288,Neuron.Slc17a7-Slc17a6.Fezf2-3110035E14Rik,1
1786,2423,Mural.Acta2Rgs5.Abcc9,1
1787,1386,Mural.Acta2Rgs5.Fos,1
1788,1274,Polydendrocyte.Tnr.Cspg5,1
1789,1662,Polydendrocyte.Tnr.Lims2-Tmsb4x,1
1790,610,Neuron.Gad1Gad2.Synpr-Nnat,1
1791,1715,Endothelial_Tip.Dcn.Inmt,1
1792,3422,MICROGLIA,1
1793,2687,Oligodendrocyte.Tfr.Sez6,1
1794,1994,Microglia.C1qb.Tmem119,1
1795,2874,Microglia.C1qb.Tmem119-Fos,1
1796,2398,Neuron.Gad1Gad2.Sst-Nr2f2,1
1797,1339,Neuron.Sc17a7.Calb1-Lpl-Cadm2,1
1798,1978,Neuron.Slc17a7-Slc17a8.Syt6-Lancl3,1
1799,353,Neuron.Slc17a7.Bcl6-Ndst4,1
1800,2754,Microglia.C1qb.Tmem119-Junb,1
1801,3327,Ependymal.Ccdc153,1
1802,308,Neuron.Slc17a7.Rgs14,1
1803,2108,Neuron.Slc17a7.Pvrl3-Nos1,1
1804,1939,Neuron.Slc17a7.Cbln1-Gpr88,1
1805,1102,Neuron.Slc17a7.Fibcd1-Nptx2,1
1806,2658,Neuron.Slc17a7.Pvrl3-St18,1
1807,425,Neuron.Slc17a7.Calb2-Adcyap1,1
1808,2452,Mural.Acta2Rgs5.Kcnj8-Abcc9,1
1809,738,Neuron.Slc17a7.Bcl6-Pvalb,1
1810,2391,Neuron.Gad1Gad2.Nfib-Satb1,1
1811,1515,Neuron.Slc17a7-Slc17a6.Calb1-Rorb-Il1rapl2,1
1812,2957,Neuron.Gad1Gad2-Chat,1
1813,1160,Endothelial_Tip.Dcn,1
1814,356,Mural.Rgs5Acta2.Pdgfa,1
1815,1635,Mural.Rgs5Acta2.Ccnd1,1
1816,1237,Mural.Rgs5Acta2.Cnn1,1
1817,2122,Mural.Rgs5Acta2.Junb,1
1818,2151,Neuron.Gad1Gad2.Pmch,1
1819,2294,Neuron.Slc17a6.Cacna2d1,1
1820,1868,Neuron.Slc17a6-Gad2-Th.Crhbp,1
1821,3456,Oligodendrocyte.Tfr.Slco3a1,1
1822,942,Neuron.Slc17a6.C1ql2,1
1823,755,Oligodendrocyte.Tfr.Ndrg2,1
1824,2870,Neuron.Th.C1ql3,1
1825,2721,Neuron.Th-Slc17a6-Lpl,1
1826,544,Neuron.Gad1Gad2.Pax5,1
1827,2676,Oligodendrocyte.Tfr.Plin3,1
1828,3066,Oligodendrocyte.Tfr.Ctps,1
1829,3149,Neuron.Th.Cyp26b1,1
1830,958,Neuron.Th.Grin2c,1
1831,3319,Neuron.Gad1Gad2.Gad2,1
1832,1008,Neuron.Gad1Gad2.Otx2-Chrna3,1
1833,321,Mural.Rgs5Acta2.Fos,1
1834,3031,Neuron.Gad1Gad2-Slc17a6.Cbln1,1
1835,2808,Astrocyte.Gja1.Htra1,1
1836,2804,Neuron.Slc17a7.Nxph3-Hpcal-Igfbp4,1
1837,2085,Neuron.Gad1Gad2.Six3-Pvalb,1
1838,2859,Oligodendrocyte.Trf.Ctps,1
1839,1486,Polydendrocyte.Tnr.Ctps,1
1840,2690,Oligodendrocyte.Trf.Ndrg2,1
1841,2783,Oligodendrocyte.Trf.Il33,1
1842,2029,Polydendrocyte.Tnr.Pdgfa,1
1843,2344,Oligodendrocyte.Trf.Serpinb1a,1
1844,2377,Neuron.Gad1Gad2.Pvalb-Gfra2,1
1845,1988,Oligodendrocyte.Trf.Klk6,1
1846,3176,Neuron.Slc17a6.Pitx2,1
1847,522,Neuron.Gad1Gad2.Tcf7l2,1
1848,2788,Polydendrocyte.Tnr.Bmp4,1
1849,442,Mural.Rgs5Acta2.Kcnj8,1
1850,1944,Neuron.Gad1Gad2.Dlk1,1
1851,2269,Endothelial_Stalk.Flt1.Tgfb2,1
1852,1800,Neuron.Slc17a7.Zbtb20,1
1853,705,Oligodendrocyte.Trf.Cldn11,1
1854,2139,Neuron.Gad1Gad2.Pvalb-Spp1,1
1855,2397,Neuron.Gad1Gad2.Pvalb-Ntng1,1
1856,1555,Neuron.Gad1Gad2.Otx2,1
1857,2502,Neuron.Slc17a7.Bcl6-Tcerg1l,1
1858,1575,Neuron.Gad1Gad2.Sema3e,1
1859,2227,Neuron.Slc17a6.Shox2,1
1860,3452,Neuron.Slc17a6.Nts,1
1861,1913,Neuron.Gad1Gad2.Gad2-Fos,1
1862,3079,Endothelial_Tip.Dcn.Alcam,1
1863,3363,Neuron.Gad1Gad2.Rln3,1
1864,2822,Neuron.Sc17a7.Fermt1,1
1865,3062,Neuron.Sc17a7.Rorb-BC006965,1
1866,2486,Neuron.Slc17a7.Bcl6-Tshz2-Syt2,1
1867,2236,Neuron.Slc17a7.Syt6-Sla,1
1868,858,Neuron.Slc17a7.Bcl6-Cbln1,1
1869,2030,Neuron.Sc17a7.Calb1-Lpl,1
1870,2660,Neuron.Sc17a7.Sema3e-Nnat,1
1871,399,Neuron.Slc17a7-Slc17a6.Tshz2-Npnt,1
1872,2096,Neuron.Sc17a7.Sema3e-Onecut2,1
1873,1387,Neuron.Slc17a7.Syt6-Nefm,1
1874,1243,Neuron.Sc17a7.Calb1-Ddit4l,1
1875,2260,Neuron.Sc17a7.Calb1-Fos,1
1876,1304,Neuron.Gad1Gad2.Ndnf,1
1877,1118,Neuron.Th.Nefl,1
1878,2936,Neuron.Gad1Gad2.Tmem132c,1
1879,2730,Polydendrocyte.Tnr.Tmem2,1
1880,327,Neuron.Slc17a6.Tcf4,1
1881,828,Neuron.Gad1Gad2.Ttn,1
1882,1489,Endothelial_Tip.Dcn.Ifitm1,1
1883,2314,Neuron.Th.Aldh1a1,1
1884,1276,Neuron.Slc17a6.Nkx6-1,1
1885,3155,Neuron.Gad1Gad2.Gad2-Kcnc3,1
1886,3421,Mural.Rgs5Acta2.Cbr2,1
1887,490,Endothelial_Stalk.Flt1.Cdkn1c,1
1888,1964,Neuron.Gad1Gad2.Sema3e-Kcng4,1
1889,3358,Neuron.Th.Cadm2,1
1890,698,Neuron.Th.Cbln1,1
1891,941,Neuron.Th.Vcan,1
1892,1197,Mural.Rgs5Acta2.Cd9,1
1893,1034,Polydendrocyte.Tnr.Cspg5-Dad1,1
1894,1565,Astrocyte.Gja1.Cst3,1
1895,272,Mural.Rgs5Acta2.Rgs5,1
1896,1090,Polydendrocyte.Tnr.Opalin,1
1897,1822,Endothelial_Tip.Dcn.Mgp,1
1898,1146,Neuron.Slc17a7.Nxph3-Hpcal1-Fos,1
1899,1675,Neuron.Sc17a7.Tshz2-Smoc1,1
1900,1120,Endothelial_Tip.Dcn.Dapl1,1
1901,1365,Oligodendrocyte.Tnf.Ptgds,1
1902,854,Oligodendrocyte.Tnf.Igsf8,1
1903,2254,Neuron.Slc17a7.Parm1.Fos,1
1904,922,Oligodendrocyte.Tnf.Kif5b,1
1905,3199,Neuron.Slc17a7.Parm1.Ndnf,1
1906,1717,Neuron.Gad1Gad2.Pvalb,1
1907,287,Gad1Gad2_Htr3a.Htr1b,1
1908,447,Polydendrocyte.Tnr.Cyth3,1
1909,703,Neuron.Slc17a6.Cck,1
1910,2980,Neuron.Chat-Gad1Gad2-Slc17a8.Ngfr,1
1911,1598,Neuron.Slc17a6.Tcf7l2,1
1912,2593,Endothelial_Stalk.Flt1.Cfh,1
1913,535,Neuron.Gad1Gad2.Adora2a-Pde1c,1
1914,1523,Neuron.Slc17a6-Slc17a7-Slc17a8.Fezf2.Slc17a8,1
1915,293,Oligodendrocyte.Tnf.Igsf8-Ctps,1
1916,3216,Neuron.Slc17a7.Parm1.Tshz2,1
1917,414,Neuron.Slc17a7.Parm1.Lsamp,1
1918,2619,Neuron.Slc17a7.Syt6-Cyp26b1,1
1919,2556,Neuron.Slc17a7.Syt6-Sema5a,1
1920,282,Neuron.Slc17a7.Syt6-Etv1,1
1921,2668,Neuron.Slc17a7.Parm1.Nnat,1
1922,1068,Neuron.Slc17a7.Syt6-Slc30a3,1
1923,2225,NeuronSlc17a7-Slc17a6.Syt6-Nnat,1
1924,2962,Oligodendrocyte.Tnf.Klk6,1
1925,1665,Neuron.Slc17a7.Syt6-Efna5,1
1926,3380,Neuron.Slc17a7.Syt6-Kit,1
1927,2389,Neuron.Slc17a7.Syt6-Sema3c,1
1928,3170,Neuron.Slc17a7.Nptxr-Fos,1
1929,2164,Neuron.Slc17a7-Slc17a8.Syt6-Cplx3,1
1930,1257,Neuron.Gad1Gad2.Cplx3,1
1931,411,Neuron.Slc17a7.Syt6-Lypd1,1
1932,1062,Neuron.Slc17a6-Slc17a7.Nr4a2,1
1933,1200,Neuron.Gad1Gad2.Cadm2,1
1934,960,Neuron.Slc17a7.Neurod2-Rorb,1
1935,2620,Neuron.Gad1Gad2.Cyp26b1,1
1936,790,Polydendrocyte.Tnr.Pdgfa-Pik3r3,1
1937,2899,Neuron.Gad1Gad2.Elfn1-Grik3,1
1938,3061,Endothelial_Stalk.Flt1.Mgp,1
1939,707,Neuron.Gad1Gad2.Grem,1
1940,2749,Neuron.Gad1Gad2.Adora2a,1
1941,1377,Polydendrocyte.Tnr.Pdgfa-Tmem2,1
1942,1096,Oligodendrocyte.Trf.Ttyh1,1
1943,2062,Endothelial_Stalk.Flt1.Lcn2,1
1944,1299,Neuron.Gad1Gad2.Scn4b,1
1945,3379,Mural.Acta2Rgs5.Kcnj8,1
1946,2020,Neuron.Gad1Gad2.Trdn,1
1947,3463,Neuron.Gad1Gad2.Sphkap-Tmem255a,1
1948,3171,Neuron.Gad1Gad2.Sst,1
1949,3226,Oligodendrocyte.Trf.Mbp,1
1950,1318,Neuron.Gad1Gad2.Hpcal4,1
1951,1128,Neuron.Gad1Gad2.Drd1-Pdyn,1
1952,2243,Neuron.Chat-Gad1Gad2-Slc17a8.Nefm,1
1953,2629,Endothelial_Stalk.Flt1.Angpt2,1
1954,1049,Astrocyte.Gja1.Gfap,1
1955,840,Neuron.Gad1Gad2.Tac1,1
1956,2016,Neuron.Gad1Gad2.Igfbp4.Adora1,1
1957,1098,Neuron.Gad1Gad2.Drd1-Nefm,1
1958,393,Neuron.Slc17a7.Neurod2-C1ql3,1
1959,2212,Endothelial_Stalk.Flt1.Apold1,1
1960,2797,Neuron.Gad1Gad2.Tac2,1
1961,637,Neuron.Gad1Gad2.Fibcd1,1
1962,2954,Neuron.Gad1Gad2.Drd1-Pde1c,1
1963,3206,Oligodendrocyte.Trf.Kif5b,1
1964,1212,Neuron.Gad1Gad2.Satb1,1
1965,663,Neuron.Slc17a7.Nptxr-Ndst4,1
1966,2894,Neuron.Gad1Gad2.Vip,1
1967,2562,Neuron.Gad1Gad2.Drd1-Lypd1,1
1968,728,Neuron.Gad1Gad2.Chodl,1
1969,3040,Neuron.Gad1Gad2.Adora2a-Nefm,1
1970,1542,Neuron.Gad1Gad2_Pvalb.Pvalb-Megf11,1
1971,2841,Neuron.Slc17a6.Rspo3,1
1972,310,Neuron.Gad1Gad2.Drd1-Pde1a,1
1973,2847,Neuron.Gad1Gad2.Drd1-Fos,1
1974,2308,Neuron.Gad1Gad2.Adora2a-Nnat,1
1975,1392,Neuron.Gad1Gad2.Drd1-Otof-Lmo2,1
1976,280,Neuron.Gad1Gad2.Pvalb-Rgs12,1
1977,964,Polydendrocye.Tnr.Pdgfa,1
1978,2259,Neuron.Gad1Gad2.Drd1-Tpbg,1
1979,2986,Neuron.Gad1Gad2.Adora2a-Fos,1
1980,1671,Astrocyte.Gja1.Crym,1
1981,667,Neuron.Gad1Gad2-Th.Adora2a-Th,1
1982,2577,Mural.Rgs5Acta2.Pappa2,1
1983,2307,MITOTIC,1
1984,1389,Mitotic.MkI67,1
1985,1663,Neuron.Gad1Gad2.Vipr2,1
1986,2404,Neuron.Gad1Gad2.Lamp5-Cplx3,1
1987,2695,Neuron.Gad1Gad2.Sphkap-Cpne4,1
1988,1624,Endothelial_Tip.Dcn.Col15a1,1
1989,457,Mural.Rgs5Acta2.Lmcd1,1
1990,2498,Neuron.Gad1Gad2.Trh,1
1991,897,Neuron.Gad1Gad2.Igfbp4.Rgs4,1
1992,1688,Neuron.Gad1Gad2.Pappa,1
1993,2306,Mural.Rgs5Acta2.Acta2,1
1994,2880,Neuron.Gad1Gad2.Drd1-Cxcl14,1
1995,2617,Polydendrocye.Tnr.Cspg5,1
1996,1412,Astrocyte.Gja1.Notum,1
1997,632,Mural.Rgs5Acta2.Col3a1,1
1998,3281,Neuron.Slc17a7.Dkk3,1
1999,1100,Neuron.Gad1Gad2.Sgol2a,1
2000,1231,Neuron.Slc17a7.Cplx3,1
2001,1178,Neuron.Slc17a7.Nptxr-Deptor,1
2002,1423,Neuron.Slc17a7.Nptxr-Calb1,1
2003,446,Neuron.Slc17a7-Slc17a6.Nptxr-Rorb,1
2004,1208,Neuron.Slc17a7.Parm1.Nefm,1
2005,614,Neuron.Slc17a6.Oprk1,1
2006,1706,Neuron.Gad1Gad2.Drd1-Nfib,1
2007,2092,Mural.Rgs5Acta2.Olfr558,1
2008,3471,Neuron.Gad1Gad2.Drd1-Otof-Sorcs1,1
2009,2005,Astrocyte.Gja1.Sparc-Car2,1
2010,1896,Neuron.Gad1Gad2.Resp18,1
2011,670,Neuron.Gad1Gad2-Th.Trh,1
2012,993,NEUROGENESIS,1
2013,3003,Neurogenesis.Sox4.Tuba1c,1
2014,451,Neurogenesis.Sox4.Hist1h2al,1
2015,1696,Polydendrocye.Tnr.Ctps,1
2016,630,Neuron.Gad1Gad2.Adora2a-Otof,1
2017,3241,Neuron.Gad1Gad2.Adora2a-Th,1
2018,1109,Neurogenesis.Sox4.Ung,1
2019,3077,Polydendrocye.Tnr.Bmp4,1
2020,1315,Neurogenesis.Sox4.Stmn2-Csrp2,1
2021,1550,Neuron.Gad1Gad2.Pnoc,1
2022,377,Neurogenesis.Sox4.Stmn2,1
2023,875,Neurogenesis.Sox4.Notum,1
2024,3204,Polydendrocyte.Tnr.Tnr,1
2025,2059,Neurogenesis.Sox4.Ppp2r2b,1
2026,1587,Neuron.Slc17a7.Nxph3-Hpcal1-Tpbg,1
2027,500,Neuron.Slc17a6.Rora.Pvalb,1
2028,1801,Neuron.Slc17a6.Rora.Cacng4,1
2029,831,Neuron.Slc17a6.Rora.Cbln2,1
2030,631,Neuron.Slc17a6.Rora.Nrp2,1
2031,2535,Neuron.Gad1Gad2.Pou6f2-Pax6,1
2032,350,Neuron.Slc17a6.Rora.Lrrtm2,1
2033,3410,Neuron.Gad1Gad2.Chrnb3,1
2034,1952,Neuron.Gad1Gad2.Six3-Adcy1,1
2035,3290,CHOROID_PLEXUS,1
2036,821,Endothelial_Tip.Dcn.Il33,1
2037,1929,Astrocyte.Gja1.Fabp7,1
2038,3287,Endothelial_Tip.Dcn.Agt,1
2039,2898,Neuron.Slc17a7.Ptgfr,1
2040,1246,Neuron.Gad1Gad2_Sst.Pcdh11x,1
2041,2078,Neurogenesis.Sox4.Efhd2,1
2042,3101,Endothelial_Tip.Dcn.Rbp4,1
2043,2202,Polydendrocyte.Tnr.Ptprz1,1
2044,2645,Neuron.Slc17a7.Nxph3-Cplx3-Pappa2,1
2045,996,Neurogenesis.Sox4.Gabra5,1
2046,3125,Neuron.Gad1Gad2Slc17a8_Sst.Ncam2,1
2047,1875,Neurogenesis.Sox4.Gad2,1
2048,3370,Neuron.Gad1Gad2_Sst.Atp2b4,1
2049,1213,Neuron.Slc17a7.Reln,1
2050,3418,Neuron.Slc17a6.Rora.Nptxr,1
2051,3113,Neuron.Slc17a6.Nrgn,1
2052,859,Neuron.Slc17a7.Tac2.Htr2c,1
2053,1084,Neuron.Slc17a7.Tac2.Wif1,1
2054,2463,Neuron.Slc17a7.Tac2.Syt15,1
2055,1533,Neuron.Slc17a7.Tac2.Chat,1
2056,1131,Neuron.Slc17a6.Sln,1
2057,594,Neuron.Gad1Gad2.Lgi2,1
2058,2133,Oligodendroyte.Trf.Il33,1
2059,2809,Endothelial_Stalk.Flt1.Pi16,1
2060,3317,Neuron.Gad1Gad2.Gata3,1
2061,346,Astrocyte.Gja1.Vegfa,1
2062,420,Endothelial_Tip.Dcn.Nenf,1
2063,2195,Neuron.Slc17a6.Rora.Fgf10,1
2064,407,Neuron.Slc17a6.Rora.Atp2b4,1
2065,3102,Neuron.Slc17a6.Rora.Calca,1
2066,1509,Neuron.Gad1Gad2.Col25a1,1
2067,2129,Neuron.Slc17a6.Ebf1,1
2068,991,Mural.Rgs5Acta2.Car4,1
2069,1476,Neuron.Gad1Gad2.Six3-Sst,1
2070,665,Neuron.Slc17a6.Rora.C1ql2,1
2071,3426,Neuron.Slc17a6.Rora.Lypd6,1
2072,417,Neuron.Slc17a6-Gad1Gad2.Asb4,1
2073,1028,Neuron.Gad1Gad2_Pvalb.C1ql1,1
2074,3187,Neuron.Gad1Gad2.Cplx3-Crim1,1
2075,595,Neuron.Gad1Gad2.Sst-Calb2,1
2076,2000,Polydendrocyte.Tnr.Bmp4-Gpr17,1
2077,2609,Neuron.Slc17a6.Reln,1
2078,3445,Endothelial_Tip.Dcn.1500015O10Rik,1
2079,774,Endothelial_Stalk.Flt1.Lrg1,1
2080,2230,Neuron.Gad1Gad2.Sst-Chodl,1
2081,814,Astrocyte.Gja1,1
2082,826,Mural.Acta2Rgs5.Rgs5,1
2083,2176,Endothelial_Tip.Dcn.Apod,1
2084,696,Gja1.Gfap,1
2085,2969,Neuron.Gad1Gad2.Pvalb-Chrm2,1
2086,454,Gja1.Htra1,1
2087,2990,Neuron.Gad1Gad2.Pvalb-Necab1,1
2088,2341,Neuron.Slc17a7.Parm1.Cadm2,1
2089,1161,Neuron.Slc17a6-Slc17a7.Fezf2.3110035E14Rik,1
2090,1652,Neuron.Gad1Gad2.Cplx3-Dpy19l1,1
2091,1012,Neuron.Slc17a7.Syt6-Bdnf,1
2092,895,Neuron.Gad1Gad2.Synpr-Dpy19l1,1
2093,363,Polydendrocyte.Tnr.Bmp4- Ptgds,1
2094,299,Mural.Rgs5Acta2.Abcc9,1
2095,2751,Neuron.Slc17a7.Nptxr-Drd1,1
