id,title,description,topic,source,data_pubdate,data_source_url,source_project_id,status
135,Single cell RNA-seq of cancer stem cells from patients with chronic myeloid leukemia during the disease course,"Recent advances in single-cell transcriptomics are ideally placed to unravel intratumoral heterogeneity and selective resistance of cancer stem cell (SC) subpopulations to molecularly targeted cancer therapies. However, current single-cell RNA-sequencing approaches lack the sensitivity required to reliably detect somatic mutations. We developed a method that combines high-sensitivity mutation detection with whole-transcriptome analysis of the same single cell. We applied this technique to analyze more than 2,000 SCs from patients with chronic myeloid leukemia (CML) throughout the disease course, revealing heterogeneity of CML-SCs, including the identification of a subgroup of CML-SCs with a distinct molecular signature that selectively persisted during prolonged therapy. Analysis of nonleukemic SCs from patients with CML also provided new insights into cell-extrinsic disruption of hematopoiesis in CML associated with clinical outcome. Furthermore, we used this single-cell approach to identify a blast-crisis-specific SC population, which was also present in a subclone of CML-SCs during the chronic phase in a patient who subsequently developed blast crisis. This approach, which might be broadly applied to any malignancy, illustrates how single-cell analysis can identify subpopulations of therapy-resistant SCs that are not apparent through cell-population analysis.",developmental_biology;immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-76312/result,E-GEOD-76312,1
136,Single-cell RNA-seq of long-term hematopoietic stem cells from young and aged mouse in response to inflammatory stress,"Long-term hematopoietic stem cells (LT-HSCs) maintain hematopoietic output throughout an animal's lifespan. With age, however, they produce a myeloid-biased output that may lead to poor immune responses to infectious challenge and the development of myeloid leukemias. Here, we show that young and aged LT-HSCs respond differently to inflammatory stress, such that aged LT-HSCs produce a cell-intrinsic, myeloid-biased expression program. Using single-cell RNA-seq, we identify a myeloid-biased subset within the LT-HSC population (mLT-HSCs) that is much more common amongst aged LT-HSCs and is uniquely primed to respond to acute inflammatory challenge. We predict several transcription factors to regulate differentially expressed genes between mLT-HSCs and other LT-HSC subsets. Among these, we show that Klf5, Ikzf1 and Stat3 play important roles in age-related inflammatory myeloid bias. These factors may regulate myeloid versus lymphoid balance with age, and can potentially mitigate the long-term deleterious effects of inflammation that lead to hematopoietic pathologies.",disease;immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-100426/result,E-GEOD-100426,1
137,Single-cell RNA-Seq data of zebrafish blood cells,"The success of marker-based approaches for dissecting haematopoiesis in mouse and human is reliant on the presence of well-defined cell surface markers specific for diverse progenitor populations. An inherent problem with this approach is that the presence of specific cell surface markers does not directly reflect the transcriptional state of a cell. Here, we used a marker-free approach to computationally reconstruct the blood lineage tree in zebrafish and order cells along their differentiation trajectory, based on their global transcriptional differences. Within the population of transcriptionally similar stem and progenitor cells, our analysis reveals considerable cell-to-cell differences in their probability to transition to another committed state. Once fate decision is executed, the suppression of transcription of ribosomal genes and upregulation of lineage-specific factors coordinately controls lineage differentiation. Evolutionary analysis further demonstrates that this haematopoietic programme is highly conserved between zebrafish and higher vertebrates.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-5530/result,E-MTAB-5530,0
138,Single cell RNA-seq of Stmn1+ isthmal cells and Pgc+ chief cells to compare and characterize distinct gastric corpus stem cells at molecular level,"The purpose of this single cell experiment is to compare and characterize at molecular level actively cycling stem cells in the isthmus and quiescent stem cells in the base of the mouse stomach corpus. The lineage tracing data from Stmn1-CreERT2 shows that Stmn1+ cells in the corpus isthmus include fast dividing isthmus stem cells with long-term potency. On the other hand, chief cells including Lgr5+ subpopulation can play as quiescent stem cells in the base that are largely quiescent in homeostasis, but are activated upon injury. The isthmus stem cells and chief cells are isolated by Stmn1 and Pgc, respectively, and were subject to single cell RNA-seq experiment.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6879/result,E-MTAB-6879,1
139,Single-cell RNA-seq of of human dermal fibroblasts (supplementary - different stimulation conditions of dsRNA),"Dermal fibroblasts from one human individual were stimulated with dsRNA (poly I:C) in a time course of 2,4 and 6 hours. In one time course - the dsRNA was removed after 30mins, in a second time course it was removed after 1 hour, while in the third the dsRNA was kept in medium for the entire time course. Following collection, cells were profiled using the Smart-seq2 protocol.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-7052/result,E-MTAB-7052,1
140,Single cell RNA sequencing of mouse hematopoietic stem and progenitor cells,"Maintenance of the blood system requires balanced cell fate decisions by hematopoietic stem and progenitor cells (HSPCs). Because cell fate choices are executed at the individual cell level, new single-cell profiling technologies offer exciting possibilities for mapping the dynamic molecular changes underlying HSPC differentiation. Here, we have used single-cell RNA sequencing to profile more than 1600 single HSPCs, and deep sequencing has enabled detection of an average of 6558 protein-coding genes per cell. Index sorting, in combination with broad sorting gates, allowed us to retrospectively assign cells to 12 commonly sorted HSPC phenotypes while also capturing intermediate cells typically excluded by conventional gating. We further show that independently generated single-cell data sets can be projected onto the single-cell resolution expression map to directly compare data from multiple groups and to build and refine new hypotheses. Reconstruction of differentiation trajectories reveals dynamic expression changes associated with early lymphoid, erythroid, and granulocyte-macrophage differentiation. The latter two trajectories were characterized by common upregulation of cell cycle and oxidative phosphorylation transcriptional programs. By using external spike-in controls, we estimate absolute messenger RNA (mRNA) levels per cell, showing for the first time that despite a general reduction in total mRNA, a subset of genes shows higher expression levels in immature stem cells consistent with active maintenance of the stem-cell state. Finally, we report the development of an intuitive Web interface as a new community resource to permit visualization of gene expression in HSPCs at single-cell resolution for any gene of choice.",developmental_biology;immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-81682/result,E-GEOD-81682,1
141,Single-cell RNA-seq analysis of Drosophila olfactory projection neurons,"The definition of neuronal type and how it relates to the transcriptome are open questions. Drosophila olfactory projection neurons (PNs) are among the best-characterized neuronal types: different PN classes target dendrites to distinct olfactory glomeruli, while PNs of the same class exhibit indistinguishable anatomical and physiological properties. Using single-cell RNA sequencing, we comprehensively characterized the transcriptomes of most PN classes and unequivocally mapped transcriptomes to specific olfactory function for six classes. Transcriptomes of closely related PN classes exhibit the largest differences during circuit assembly but become indistinguishable in adults, suggesting that neuronal subtype diversity peaks during development. Transcription factors and cell-surface molecules are the most differentially expressed genes between classes and are highly informative in encoding cell identity, enabling us to identify a new lineage-specific transcription factor that instructs PN dendrite targeting. These findings establish that neuronal transcriptomic identity corresponds with anatomical and physiological identity defined by connectivity and function.",neuroscience,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-100058/result,E-GEOD-100058,0
142,Single-cell RNA-seq analysis of adult male mice primary visual cortex cells,"Nervous systems are composed of various cell types, but the extent of cell type diversity is poorly understood. We constructed a cellular taxonomy of one cortical region, primary visual cortex, in adult mice on the basis of single-cell RNA sequencing. We identified 49 transcriptomic cell types, including 23 GABAergic, 19 glutamatergic and 7 non-neuronal types. We also analyzed cell type-specific mRNA processing and characterized genetic access to these transcriptomic types by many transgenic Cre lines. Finally, we found that some of our transcriptomic cell types displayed specific and differential electrophysiological and axon projection properties, thereby confirming that the single-cell transcriptomic signatures can be associated with specific cellular properties.",neuroscience,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-71585/result,E-GEOD-71585,1
143,"Single-cell RNA-seq analysis of 1,732 cells throughout a 125-day differentiation protocol that converted H1 human embryonic stem cells to a variety of ventrally-derived cell types","GABAergic interneurons are essential for neural circuit function, and their loss or dysfunction is implicated in human neuropsychiatric disease. In vitro methods for interneuron generation hold promise for studying human cellular and functional properties and, ultimately, for therapeutic cell replacement. Here we describe a protocol for generating cortical interneurons from hESCs and analyze the properties and maturation time course of cell types using single-cell RNA-seq. We find that the cell types produced mimic in vivo temporal patterns of neuron and glial production, with immature progenitors and neurons observed early and mature cortical neurons and glial cell types produced late. By comparing the transcriptomes of immature interneurons to those of more mature neurons, we identified genes important for human interneuron differentiation. Many of these genes were previously implicated in neurodevelopmental and neuropsychiatric disorders.",neuroscience,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-93593/result,E-GEOD-93593,1
144,Single cell RNA-seq of human islet cells from non diabetic and type II diabetes organ donors,"Pancreatic islet cells are critical for maintaining normal blood glucose levels, and their malfunction underlies diabetes development and progression. We used single-cell RNA sequencing to determine the transcriptomes of 1,492 human pancreatic α, β, δ, and PP cells from non-diabetic and type 2 diabetes organ donors. We identified cell-type-specific genes and pathways as well as 245 genes with disturbed expression in type 2 diabetes. Importantly, 92% of the genes have not previously been associated with islet cell function or growth. Comparison of gene profiles in mouse and human α and β cells revealed species-specific expression. All data are available for online browsing and download and will hopefully serve as a resource for the islet research community.",disease,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-81608/result,E-GEOD-81608,1
145,"Single-cell RNA-seq analysis of 1,522 cells of the small intestinal epithelium","Intestinal epithelial cells absorb nutrients, respond to microbes, function as a barrier and help to coordinate immune responses. Here we report profiling of 53,193 individual epithelial cells from the small intestine and organoids of mice, which enabled the identification and characterization of previously unknown subtypes of intestinal epithelial cell and their gene signatures. We found unexpected diversity in hormone-secreting enteroendocrine cells and constructed the taxonomy of newly identified subtypes, and distinguished between two subtypes of tuft cell, one of which expresses the epithelial cytokine Tslp and the pan-immune marker CD45, which was not previously associated with non-haematopoietic cells. We also characterized the ways in which cell-intrinsic states and the proportions of different cell types respond to bacterial and helminth infections: Salmonella infection caused an increase in the abundance of Paneth cells and enterocytes, and broad activation of an antimicrobial program; Heligmosomoides polygyrus caused an increase in the abundance of goblet and tuft cells. Our survey highlights previously unidentified markers and programs, associates sensory molecules with cell types, and uncovers principles of gut homeostasis and response to pathogens.",disease,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-13/result,E-ENAD-13,1
146,Single cell RNA-seq of mouse lung vascular transcriptomes,"Cerebrovascular disease is the third most common cause of death in developed countries, but our understanding of the cells that compose the cerebral vasculature is limited. Here, using vascular single-cell transcriptomics, we provide molecular definitions for the principal types of blood vascular and vessel-associated cells in the adult mouse brain. We uncover the transcriptional basis of the gradual phenotypic change (zonation) along the arteriovenous axis and reveal unexpected cell type differences: a seamless continuum for endothelial cells versus a punctuated continuum for mural cells. We also provide insight into pericyte organotypicity and define a population of perivascular fibroblast-like cells that are present on all vessel types except capillaries. Our work illustrates the power of single-cell transcriptomics to decode the higher organizational principles of a tissue and may provide the initial chapter in a molecular encyclopaedia of the mammalian vasculature.",disease,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-99235/result,E-GEOD-99235,1
147,Single cell analysis of human fetal liver captures the transcriptional profile of hepatobiliary hybrid progenitors,"The liver parenchyma is composed of hepatocytes and bile duct epithelial cells (BECs). Controversy exists regarding the cellular origin of human liver parenchymal tissue generation during embryonic development, homeostasis or repair. Here we report the existence of a hepatobiliary hybrid progenitor (HHyP) population in human foetal liver using single-cell RNA sequencing. HHyPs are anatomically restricted to the ductal plate of foetal liver and maintain a transcriptional profile distinct from foetal hepatocytes, mature hepatocytes and mature BECs. In addition, molecular heterogeneity within the EpCAM+population of freshly isolated foetal and adult human liver identifies diverse gene expression signatures of hepatic and biliary lineage potential. Finally, we FACS isolate foetal HHyPs and confirm their hybrid progenitor phenotype in vivo. Our study suggests that hepatobiliary progenitor cells previously identified in mice also exist in humans, and can be distinguished from other parenchymal populations, including mature BECs, by distinct gene expression profiles.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-130473/result,E-GEOD-130473,1
148,Single cell RNA sequencing of stem cell-derived retinal ganglion cells,"We used single cell sequencing technology to characterize the transcriptomes of 1,174 human embryonic stem cell-derived retinal ganglion cells (RGCs) at the single cell level. The human embryonic stem cell line BRN3B-mCherry (A81-H7), was differentiated to RGCs using a guided differentiation approach. Cells were harvested at day 36 and prepared for single cell RNA sequencing. Our data indicates the presence of three distinct subpopulations of cells, with various degrees of maturity. One cluster of 288 cells showed increased expression of genes involved in axon guidance together with semaphorin interactions, cell-extracellular matrix interactions and ECM proteoglycans, suggestive of a more mature RGC phenotype.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6108/result,E-MTAB-6108,1
149,Single-cell RNA-seq of naive and primed human embryonic stem cells,"Background:Population phenotypic variation can arise from genetic differences between individuals, or from cellular heterogeneity in an isogenic group of cells or organisms. The emergence of gene expression differences between genetically identical cells is referred to as gene expression noise, the sources of which are not well understood.Results:In this work, by studying gene expression noise between multiple cell lineages and mammalian species, we find consistent evidence of a role for CpG islands as sources of gene expression noise. Variation in noise among CpG island promoters can be partially attributed to differences in island size, in which short islands have noisier gene expression. Building on these findings, we investigate the potential for short CpG islands to act as fast response elements to environmental stimuli. Specifically, we find that these islands are enriched amongst primary response genes in SWI/SNF-independent stimuli, suggesting that expression noise is an indicator of promoter responsiveness.Conclusions:Thus, through the integration of single-cell RNA expression profiling, chromatin landscape and temporal gene expression dynamics, we have uncovered a role for short CpG island promoters as fast response elements.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6819/result,E-MTAB-6819,1
150,snRNA-seq of whole hearts from adult BL6 mice,"The recent development and broad application of sequencing techniques at the single-cell level is generating an unprecedented amount of data. The different techniques have their individual limits, but the datasets also offer unexpected possibilities when utilized collectively. Here, we applied snRNA-seq in whole adult murine hearts from an inbred (C57BL/6NRj) and an outbred (Fzt:DU) mouse strain to directly compare the data with the publicly available scRNA-seq data of the tabula muris project. Explicitly choosing a single-nucleus approach allowed us to pin down the typical heart tissue-specific technical bias, coming up with novel insights on the mammalian heart cell composition. For our integrated dataset, cardiomyocytes, fibroblasts, and endothelial cells constituted the three main cell populations accounting for about 75% of all cells. However, their numbers severely differed between the individual datasets, with cardiomyocyte proportions ranging from about 9% in the tabula muris data to around 23% for our BL6 data, representing the prime example for cell capture technique related bias when using a conventional single-cell approach for these large cells. Most strikingly in our comparison was the discovery of a minor population of cardiomyocytes characterized by proliferation markers that could not be identified by analyzing the datasets individually. It is now widely accepted that the heart has an, albeit very restricted, regenerative potential. However there is still an ongoing debate where new cardiomyocytes arise from. Our findings support the idea that the renewal of the cardiomyocyte pool is driven by cytokinesis of resident cardiomyocytes rather than differentiation of progenitor cells. We thus provide data that can contribute to an understanding of heart cell regeneration, which is a prerequisite for future applications to enhance the process of heart repair.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-8848/result,E-MTAB-8848,1
151,Single cell transcriptomics defines human islet cell signatures and reveals cell-type-specific expression changes in type 2 diabetes,"Blood glucose levels are tightly controlled by the coordinated action of at least four cell types constituting pancreatic islets. Changes in the proportion and/or function of these cells are associated with genetic and molecular pathophysiology of monogenic, type 1, and type 2 (T2D) diabetes. Cellular heterogeneity impedes precise understanding of the molecular components of each islet cell type that govern islet (dys)function, particularly the less abundant delta and gamma/pancreatic polypeptide (PP) cells. Here, we report single-cell transcriptomes for 638 cells from nondiabetic (ND) and T2D human islet samples. Analyses of ND single-cell transcriptomes identified distinct alpha, beta, delta, and PP/gamma cell-type signatures. Genes linked to rare and common forms of islet dysfunction and diabetes were expressed in the delta and PP/gamma cell types. Moreover, this study revealed that delta cells specifically express receptors that receive and coordinate systemic cues from the leptin, ghrelin, and dopamine signaling pathways implicating them as integrators of central and peripheral metabolic signals into the pancreatic islet. Finally, single-cell transcriptome profiling revealed genes differentially regulated between T2D and ND alpha, beta, and delta cells that were undetectable in paired whole islet analyses. This study thus identifies fundamental cell-type-specific features of pancreatic islet (dys)function and provides a critical resource for comprehensive understanding of islet biology and diabetes pathogenesis.",disease,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-27/result,E-ENAD-27,1
152,Single-cell RNA-seq analysis of young and old murine hematopoietic stem cells,"Aging of the hematopoietic stem cell (HSC) compartment is characterized by lineage bias and reduced stem cell function, the molecular basis of which is largely unknown. Using single-cell transcriptomics, we identified a distinct subpopulation of old HSCs carrying a p53 signature indicative of stem cell decline alongside pro-proliferative JAK/STAT signaling. To investigate the relationship between JAK/STAT and p53 signaling, we challenged HSCs with a constitutively active form of JAK2 (V617F) and observed an expansion of the p53-positive subpopulation in old mice. Our results reveal cellular heterogeneity in the onset of HSC aging and implicate a role for JAK2V617F-driven proliferation in the p53-mediated functional decline of old HSCs.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-87631/result,E-GEOD-87631,1
153,Single-cell RNA-seq analysis of larval zebrafish habenula from the gng8-GFP transgenic line,"The identification of cell types and marker genes is critical for dissecting neural development and function, but the size and complexity of the brain has hindered the comprehensive discovery of cell types. We combined single-cell RNA-seq (scRNA-seq) with anatomical brain registration to create a comprehensive map of the zebrafish habenula, a conserved forebrain hub involved in pain processing and learning. Single-cell transcriptomes of ∼13,000 habenular cells with 4× cellular coverage identified 18 neuronal types and dozens of marker genes. Registration of marker genes onto a reference atlas created a resource for anatomical and functional studies and enabled the mapping of active neurons onto neuronal types following aversive stimuli. Strikingly, despite brain growth and functional maturation, cell types were retained between the larval and adult habenula. This study provides a gene expression atlas to dissect habenular development and function and offers a general framework for the comprehensive characterization of other brain regions.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-109159/result,E-GEOD-109159,0
154,Single-cell RNA-seq of purified populations of stem cells and transit-amplifying cells of hair follicles,"Adult tissue stem cells (SCs) reside in niches, which, through intercellular contacts and signaling, influence SC behavior. Once activated, SCs typically give rise to short-lived transit-amplifying cells (TACs), which then progress to differentiate into their lineages. Here, using single-cell RNA-seq, we unearth unexpected heterogeneity among SCs and TACs of hair follicles. We trace the roots of this heterogeneity to micro-niches along epithelial-mesenchymal interfaces, where progenitors display molecular signatures reflective of spatially distinct local signals and intercellular interactions. Using lineage tracing, temporal single-cell analyses, and chromatin landscaping, we show that SC plasticity becomes restricted in a sequentially and spatially choreographed program, culminating in seven spatially arranged unilineage progenitors within TACs of mature follicles. By compartmentalizing SCs into micro-niches, tissues gain precise control over morphogenesis and regeneration: some progenitors specify lineages immediately, whereas others retain potency, preserving self-renewing features established early while progressively restricting lineages as they experience dynamic changes in microenvironment.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-90848/result,E-GEOD-90848,1
155,Single-cell transcriptional analysis reveals innate lymphoid cell (ILC)-like cells in zebrafish,"Innate lymphoid cells (ILCs) are important mediators of the immune response and homeostasis in barrier tissues of mammals. However, the existence and function of ILCs in other vertebrates are poorly understood. Here, we use single-cell RNA sequencing to generate a comprehensive atlas of zebrafish lymphocytes during tissue homeostasis and after immune challenge. We profiled 14,080 individual cells from the gut of wild-type zebrafish, as well as ofrag1-deficient zebrafish that lack T and B cells, and discovered populations of ILC-like cells. We uncovered arorc-positive subset of ILCs that could express cytokines associated with type 1, 2, and 3 responses upon immune challenge. Specifically, these ILC-like cells expressedil22andtnfaafter exposure to inactivated bacteria oril13after exposure to helminth extract. Cytokine-producing ILC-like cells express a specific repertoire of novel immune-type receptors, likely involved in recognition of environmental cues. We identified additional novel markers of zebrafish ILCs and generated a cloud repository for their in-depth exploration.",immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-7117/result,E-MTAB-7117,0
156,scRNA-seq to investigate endoderm differentiation from induced human pluripotent stem cells,"Cell cycle progression and cell fate decisions are closely linked in human pluripotent stem cells (hPSCs). However, the study of these interplays at the molecular level remains challenging due to the lack of efficient methods allowing cell cycle synchronization of large quantities of cells. Here, we screened inhibitors of cell cycle progression and identified nocodazole as the most efficient small molecule to synchronize hPSCs in the G2/M phase. Following nocodazole treatment, hPSCs remain pluripotent, retain a normal karyotype and can successfully differentiate into the three germ layers and functional cell types. Moreover, genome-wide transcriptomic analyses on single cells synchronized for their cell cycle and differentiated toward the endoderm lineage validated our findings and showed that nocodazole treatment has no effect on gene expression during the differentiation process. Thus, our synchronization method provides a robust approach to study cell cycle mechanisms in hPSCs.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-7008/result,E-MTAB-7008,1
157,Single-cell RNA-seq reveals differentiation hierarchy of normal human bone marrow and a distinct transcriptome signature of aneuploid cells,"Cancer cells frequently exhibit chromosomal abnormalities. Specific cytogenetic aberrations often are predictors of outcome, especially in hematologic neoplasms, such as monosomy 7 in myeloid malignancies. The functional consequences of aneuploidy at the cellular level are difficult to assess because of a lack of convenient markers to distinguish abnormal from diploid cells. We performed single-cell RNA sequencing (scRNA-seq) to study hematopoietic stem and progenitor cells from the bone marrow of 4 healthy donors and 5 patients with bone marrow failure and chromosome gain or loss. In total, transcriptome sequences were obtained from 391 control cells and 588 cells from patients. We characterized normal hematopoiesis as binary differentiation from stem cells to erythroid and myeloid-lymphoid pathways. Aneuploid cells were distinguished from diploid cells in patient samples by computational analyses of read fractions and gene expression of individual chromosomes. We confirmed assignment of aneuploidy to individual cells quantitatively, by copy-number variation, and qualitatively, by loss of heterozygosity. When we projected patients' single cells onto the map of normal hematopoiesis, diverse patterns were observed, broadly reflecting clinical phenotypes. Patients' monosomy 7 cells showed downregulation of genes involved in immune response and DNA damage checkpoint and apoptosis pathways, which may contribute to the clonal expansion of monosomy 7 cells with accumulated gene mutations. scRNA-seq is a powerful technique through which to infer the functional consequences of chromosome gain and loss and explore gene targets for directed therapy.",cancer,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-CURD-6/result,E-CURD-6,1
158,Single-cell transcriptional profiling of induced reprogramming trajectories,"Understanding how cell identity transitions occur and whether there are multiple paths between the same beginning and end states are questions of wide interest. Here we show that acquisition of naive pluripotency can follow transcriptionally and mechanistically distinct routes. Starting from post-implantation epiblast stem cells (EpiSCs), one route advances through a mesodermal state prior to naive pluripotency induction, whereas another transiently resembles the early inner cell mass and correspondingly gains greater developmental potency. These routes utilize distinct signaling networks and transcription factors but subsequently converge on the same naive endpoint, showing surprising flexibility in mechanisms underlying identity transitions and suggesting that naive pluripotency is a multidimensional attractor state. These route differences are reconciled by precise expression of Oct4 as a unifying, essential, and sufficient feature. We propose that fine-tuned regulation of this ""transition factor"" underpins multidimensional access to naive pluripotency, offering a conceptual framework for understanding cell identity transitions.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-7901/result,E-MTAB-7901,1
159,"Single-cell RNA-seq analysis of primary human conventional dendritic cells, as well as cord blood and blood pre-conventional dendritic cells","In humans, conventional dendritic cells (cDCs) exist as two unique populations characterized by expression of CD1c and CD141. cDCs arise from increasingly restricted but well-defined bone marrow progenitors that include the common DC progenitor that differentiates into the pre-cDC, which is the direct precursor of cDCs. In this study, we show that pre-cDCs in humans are heterogeneous, consisting of two distinct populations of precursors that are precommitted to become either CD1c+or CD141+cDCs. The two groups of lineage-primed precursors can be distinguished based on differential expression of CD172a. Both subpopulations of pre-cDCs arise in the adult bone marrow and can be found in cord blood and adult peripheral blood. Gene expression analysis revealed that CD172a+and CD172a-pre-cDCs represent developmentally discrete populations that differentially express lineage-restricted transcription factors. A clinical trial of Flt3L injection revealed that this cytokine increases the number of both CD172a-and CD172a+pre-cDCs in human peripheral blood.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-GEOD-89232/result,E-GEOD-89232,1
160,Single Cell RNA sequencing of Adult Human Breast Epithelial Cells - individuals 1-3,"Breast cancer arises from breast epithelial cells that acquire genetic alterations leading to subsequent loss of tissue homeostasis. Several distinct epithelial subpopulations have been proposed, but complete understanding of the spectrum of heterogeneity and differentiation hierarchy in the human breast remains elusive. Here, we use single-cell mRNA sequencing (scRNAseq) to profile the transcriptomes of 25,790 primary human breast epithelial cells isolated from reduction mammoplasties of seven individuals. Unbiased clustering analysis reveals the existence of three distinct epithelial cell populations, one basal and two luminal cell types, which we identify as secretory L1- and hormone-responsive L2-type cells. Pseudotemporal reconstruction of differentiation trajectories produces one continuous lineage hierarchy that closely connects the basal lineage to the two differentiated luminal branches. Our comprehensive cell atlas provides insights into the cellular blueprint of the human breast epithelium and will form the foundation to understand how the system goes awry during breast cancer.",cancer,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-CURD-7/result,E-CURD-7,1
161,Single-cell RNA-seq analysis of adult human breast epithelial cells,"Breast cancer arises from breast epithelial cells that acquire genetic alterations leading to subsequent loss of tissue homeostasis. Several distinct epithelial subpopulations have been proposed, but complete understanding of the spectrum of heterogeneity and differentiation hierarchy in the human breast remains elusive. Here, we use single-cell mRNA sequencing (scRNAseq) to profile the transcriptomes of 25,790 primary human breast epithelial cells isolated from reduction mammoplasties of seven individuals. Unbiased clustering analysis reveals the existence of three distinct epithelial cell populations, one basal and two luminal cell types, which we identify as secretory L1- and hormone-responsive L2-type cells. Pseudotemporal reconstruction of differentiation trajectories produces one continuous lineage hierarchy that closely connects the basal lineage to the two differentiated luminal branches. Our comprehensive cell atlas provides insights into the cellular blueprint of the human breast epithelium and will form the foundation to understand how the system goes awry during breast cancer.",cancer,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-21/result,E-ENAD-21,1
162,Single-cell RNA sequencing of spleen-derived LCK-expressing cells from adult zebrafish,"The immune system of vertebrate species consists of many different cell types that have distinct functional roles and are subject to different evolutionary pressures. Here, we first analyzed conservation of genes specific for all major immune cell types in human and mouse. Our results revealed higher gene turnover and faster evolution oftrans-membrane proteins in NK cells compared with other immune cell types, and especially T cells, but similar conservation of nuclear and cytoplasmic protein coding genes. To validate these findings in a distant vertebrate species, we used single-cell RNA sequencing oflck:GFPcells in zebrafish and obtained the first transcriptome of specific immune cell types in a nonmammalian species. Unsupervised clustering and single-cellTCRlocus reconstruction identified three cell populations, T cells, a novel type of NK-like cells, and a smaller population of myeloid-like cells. Differential expression analysis uncovered new immune-cell-specific genes, including novel immunoglobulin-like receptors, and neofunctionalization of recently duplicated paralogs. Evolutionary analyses confirmed the higher gene turnover oftrans-membrane proteins in NK cells compared with T cells in fish species, suggesting that this is a general property of immune cell types across all vertebrates.",immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-4617/result,E-MTAB-4617,0
163,Single-cell RNA sequencing of self-maintaining lamina propria macrophages,"Macrophages are highly heterogeneous tissue-resident immune cells that perform a variety of tissue-supportive functions. The current paradigm dictates that intestinal macrophages are continuously replaced by incoming monocytes that acquire a pro-inflammatory or tissue-protective signature. Here, we identify a self-maintaining population of macrophages that arise from both embryonic precursors and adult bone marrow-derived monocytes and persists throughout adulthood. Gene expression and imaging studies of self-maintaining macrophages revealed distinct transcriptional profiles that reflect their unique localization (i.e., closely positioned to blood vessels, submucosal and myenteric plexus, Paneth cells, and Peyer's patches). Depletion of self-maintaining macrophages resulted in morphological abnormalities in the submucosal vasculature and loss of enteric neurons, leading to vascular leakage, impaired secretion, and reduced intestinal motility. These results provide critical insights in intestinal macrophage heterogeneity and demonstrate the strategic role of self-maintaining macrophages in gut homeostasis and intestinal physiology.",immunology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-MTAB-6976/result,E-MTAB-6976,1
164,The Drosophila Embryo at Single-Cell Transcriptome Resolution - Drosophila melanogaster dataset,"By the onset of morphogenesis,Drosophilaembryos consist of about 6000 cells that express distinct gene combinations. Here, we used single-cell sequencing of precisely staged embryos and devised DistMap, a computational mapping strategy to reconstruct the embryo and to predict spatial gene expression approaching single-cell resolution. We produced a virtual embryo with about 8000 expressed genes per cell. Our interactiveDrosophilaVirtual Expression eXplorer (DVEX) database generates three-dimensional virtual in situ hybridizations and computes gene expression gradients. We used DVEX to uncover patterned expression of transcription factors and long noncoding RNAs, as well as signaling pathway components. Spatial regulation of Hippo signaling during early embryogenesis suggests a mechanism for establishing asynchronous cell proliferation. Our approach is suitable to generate transcriptomic blueprints for other complex tissues.",developmental_biology,SCEA,,https://www.ebi.ac.uk/gxa/sc/experiments/E-CURD-21/result,E-CURD-21,0
