id,sample_id,project_id,experiment_id,species_id,species_ids,individual_id,name,description,species,cell_number,root_organ,organ,root_organ_ontology,organ_ontology,organ_note,source_sample_id,library_strategy,library_layout,library_selection,technology_name,technology_company,release_date,sequencer_name,sequencer_company,section_thickness,staining_protocol,RIN,DV200,reference_assembly
182595,SAM000182594,297,302,9606,9606,53696,RHM5749 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382707,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182596,SAM000182595,297,302,9606,9606,53697,RHM5750 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382708,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182597,SAM000182596,297,302,9606,9606,53698,RHM5751 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382709,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182598,SAM000182597,297,302,9606,9606,53699,RHM5752 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382710,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182599,SAM000182598,297,302,9606,9606,53700,RHM5753 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382711,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182600,SAM000182599,297,302,9606,9606,53701,RHM5754 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382712,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182601,SAM000182600,297,302,9606,9606,53702,RHM5755 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382713,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182602,SAM000182601,297,302,9606,9606,53703,RHM5756 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382714,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182603,SAM000182602,297,302,9606,9606,53704,RHM5757 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382715,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182604,SAM000182603,297,302,9606,9606,53705,RHM5758 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382716,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182605,SAM000182604,297,302,9606,9606,53706,RHM5759 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382717,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182606,SAM000182605,297,302,9606,9606,53707,RHM5760 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382718,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182607,SAM000182606,297,302,9606,9606,53708,RHM5761 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382719,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182608,SAM000182607,297,302,9606,9606,53709,RHM5762 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382720,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182609,SAM000182608,297,302,9606,9606,53710,RHM5763 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382721,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182610,SAM000182609,297,302,9606,9606,53711,RHM5764 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382722,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182611,SAM000182610,297,302,9606,9606,53712,RHM5765 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382723,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182612,SAM000182611,297,302,9606,9606,53713,RHM5766 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382724,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182613,SAM000182612,297,302,9606,9606,53714,RHM5767 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382725,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182614,SAM000182613,297,302,9606,9606,53715,RHM5787 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382726,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182615,SAM000182614,297,302,9606,9606,53716,RHM5788 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382727,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182616,SAM000182615,297,302,9606,9606,53717,RHM5789 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382728,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182617,SAM000182616,297,302,9606,9606,53718,RHM5790 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382729,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182618,SAM000182617,297,302,9606,9606,53719,RHM5791 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382730,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182619,SAM000182618,297,302,9606,9606,53720,RHM5792 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382731,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182620,SAM000182619,297,302,9606,9606,53721,RHM5793 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382732,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182621,SAM000182620,297,302,9606,9606,53722,RHM5794 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382733,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182622,SAM000182621,297,302,9606,9606,53723,RHM5795 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382734,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182623,SAM000182622,297,302,9606,9606,53724,RHM5796 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382735,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182624,SAM000182623,297,302,9606,9606,53725,RHM5797 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382736,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182625,SAM000182624,297,302,9606,9606,53726,RHM5798 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382737,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182626,SAM000182625,297,302,9606,9606,53727,RHM5799 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382738,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182627,SAM000182626,297,302,9606,9606,53728,RHM5800 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382739,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182628,SAM000182627,297,302,9606,9606,53729,RHM5801 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382740,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182629,SAM000182628,297,302,9606,9606,53730,RHM5802 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382741,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182630,SAM000182629,297,302,9606,9606,53731,RHM5803 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382742,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182631,SAM000182630,297,302,9606,9606,53732,RHM5804 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382743,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182632,SAM000182631,297,302,9606,9606,53733,RHM5805 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382744,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182633,SAM000182632,297,302,9606,9606,53734,RHM5806 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382745,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182634,SAM000182633,297,302,9606,9606,53735,RHM5807 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382746,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182635,SAM000182634,297,302,9606,9606,53736,RHM5808 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382747,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182636,SAM000182635,297,302,9606,9606,53737,RHM5809 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382748,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182637,SAM000182636,297,302,9606,9606,53738,RHM5810 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382749,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182638,SAM000182637,297,302,9606,9606,53739,RHM5811 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382750,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182639,SAM000182638,297,302,9606,9606,53740,RHM5812 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382751,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182640,SAM000182639,297,302,9606,9606,53741,RHM5813 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382752,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182641,SAM000182640,297,302,9606,9606,53742,RHM5814 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382753,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182642,SAM000182641,297,302,9606,9606,53743,RHM5815 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382754,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182643,SAM000182642,297,302,9606,9606,53744,RHM5816 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382755,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182644,SAM000182643,297,302,9606,9606,53745,RHM5817 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382756,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182645,SAM000182644,297,302,9606,9606,53746,RHM5818 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382757,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182646,SAM000182645,297,302,9606,9606,53747,RHM5819 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382758,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182647,SAM000182646,297,302,9606,9606,53748,RHM5820 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382759,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182648,SAM000182647,297,302,9606,9606,53749,RHM5821 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382760,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182649,SAM000182648,297,302,9606,9606,53750,RHM5822 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382761,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182650,SAM000182649,297,302,9606,9606,53751,RHM5823 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382762,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182651,SAM000182650,297,302,9606,9606,53752,RHM5824 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382763,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182652,SAM000182651,297,302,9606,9606,53753,RHM5825 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382764,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182653,SAM000182652,297,302,9606,9606,53754,RHM5826 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382765,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182654,SAM000182653,297,302,9606,9606,53755,RHM5827 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382766,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182655,SAM000182654,297,302,9606,9606,53756,RHM5828 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382767,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182656,SAM000182655,297,302,9606,9606,53757,RHM5829 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382768,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182657,SAM000182656,297,302,9606,9606,53758,RHM5830 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382769,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182658,SAM000182657,297,302,9606,9606,53759,RHM5831 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382770,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182659,SAM000182658,297,302,9606,9606,53760,RHM5832 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382771,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182660,SAM000182659,297,302,9606,9606,53761,RHM5833 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382772,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182661,SAM000182660,297,302,9606,9606,53762,RHM5834 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382773,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182662,SAM000182661,297,302,9606,9606,53763,RHM5835 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382774,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182663,SAM000182662,297,302,9606,9606,53764,RHM5836 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382775,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182664,SAM000182663,297,302,9606,9606,53765,RHM5837 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382776,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182665,SAM000182664,297,302,9606,9606,53766,RHM5838 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382777,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182666,SAM000182665,297,302,9606,9606,53767,RHM5839 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382778,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182667,SAM000182666,297,302,9606,9606,53768,RHM5840 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382779,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182668,SAM000182667,297,302,9606,9606,53769,RHM5841 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382780,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182669,SAM000182668,297,302,9606,9606,53770,RHM5842 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382781,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182670,SAM000182669,297,302,9606,9606,53771,RHM5843 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382782,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182671,SAM000182670,297,302,9606,9606,53772,RHM5844 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382783,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182672,SAM000182671,297,302,9606,9606,53773,RHM5845 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382784,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182673,SAM000182672,297,302,9606,9606,53774,RHM5846 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382785,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182674,SAM000182673,297,302,9606,9606,53775,RHM5847 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382786,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182675,SAM000182674,297,302,9606,9606,53776,RHM5848 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382787,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182676,SAM000182675,297,302,9606,9606,53777,RHM5849 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382788,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182677,SAM000182676,297,302,9606,9606,53778,RHM5850 scRNA-Seq,,Homo sapiens,0,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382789,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182678,SAM000182677,297,302,9606,9606,53779,RHM5851 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382790,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182679,SAM000182678,297,302,9606,9606,53780,RHM5852 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382791,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182680,SAM000182679,297,302,9606,9606,53781,RHM5853 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382792,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182681,SAM000182680,297,302,9606,9606,53782,RHM5854 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382793,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182682,SAM000182681,297,302,9606,9606,53783,RHM5855 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382794,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182683,SAM000182682,297,302,9606,9606,53784,RHM5856 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382795,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182684,SAM000182683,297,302,9606,9606,53785,RHM5857 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382796,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182685,SAM000182684,297,302,9606,9606,53786,RHM5858 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382797,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182686,SAM000182685,297,302,9606,9606,53787,RHM5859 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382798,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182687,SAM000182686,297,302,9606,9606,53788,RHM5860 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382799,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182688,SAM000182687,297,302,9606,9606,53789,RHM5861 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382800,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182689,SAM000182688,297,302,9606,9606,53790,RHM5862 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382801,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182690,SAM000182689,297,302,9606,9606,53791,RHM5863 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382802,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182691,SAM000182690,297,302,9606,9606,53792,RHM5864 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382803,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182692,SAM000182691,297,302,9606,9606,53793,RHM5865 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382804,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182693,SAM000182692,297,302,9606,9606,53794,RHM5866 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382805,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
182694,SAM000182693,297,302,9606,9606,53795,RHM5867 scRNA-Seq,,Homo sapiens,2036,liver,liver,UBERON:0002107,UBERON:0002107,,GEO:GSM5382806,RNA-Seq,PAIRED,cDNA,Smart-seq2,Illumina,,HiSeq 2000,Illumina,,,,,
