celltype_name	celltype_id	name_type
L5a Fam5c, L5a Batf3	CTP0002663	name
L4 Sparcl1, L5 Ucma	CTP0003201	name
L5a Syt17	CTP0001516	name
L5b Cdh13	CTP0002291	name
L5a Fam5c	CTP0002277	name
L5 Hsd11b1, L4 Scnn1a	CTP0002223	name
Sst Myh8	CTP0001477	name
L6a Plcxd3	CTP0002909	name
L5a Fam5c, L5 Hsd11b1	CTP0001945	name
L5 Chrna6	CTP0000712	name
L5b Samd3	CTP0000620	name
L5a Syt17, L5a Batf3	CTP0001277	name
L5 Ucma	CTP0002101	name
L5 Ucma, L4 Sparcl1	CTP0002365	name
L6 Car12, L4 Sparcl1	CTP0000450	name
L5a Fam5c, L5b Cdh13	CTP0000558	name
L6a Plcxd3, L6a Mgp	CTP0003288	name
L4 Sparcl1, L4 Scnn1a	CTP0001833	name
L4 Arf5, L4 Scnn1a	CTP0001269	name
Astro Gja1	CTP0000369	name
L2 Ngb, L2/3 Otof	CTP0002068	name
L2/3 Otof	CTP0003450	name
L5b Cdh13, L5b Samd3	CTP0002785	name
L4 Scnn1a, L4 Arf5	CTP0000621	name
L5a Batf3, L5a Syt17	CTP0003112	name
L2 Ngb	CTP0003240	name
Pvalb Tacr3	CTP0003470	name
Pvalb Wt1	CTP0003198	name
Pvalb Wt1, Pvalb Tacr3	CTP0000899	name
Pvalb Wt1, Pvalb Gpx3	CTP0000279	name
Pvalb Tacr3, Pvalb Wt1	CTP0001678	name
Pvalb Rspo2, Pvalb Wt1	CTP0000586	name
Pvalb Rspo2	CTP0003195	name
Pvalb Obox3, Pvalb Wt1	CTP0000842	name
Pvalb Obox3	CTP0003015	name
Pvalb Gpx3	CTP0000370	name
Pvalb Cpne5	CTP0002480	name
Pvalb Tpbg	CTP0002768	name
Pvalb Rspo2, Pvalb Gpx3	CTP0000807	name
Pvalb Obox3, Pvalb Gpx3	CTP0000314	name
Pvalb Wt1, Pvalb Rspo2	CTP0002181	name
L5 Hsd11b1, L4 Arf5	CTP0000583	name
L5a Batf3, L5a Fam5c	CTP0000471	name
L5a Fam5c, L4 Arf5	CTP0003409	name
L6a Mgp, L6a Plcxd3	CTP0001962	name
L5b Samd3, L5b Cdh13	CTP0000309	name
L6 Car12	CTP0001045	name
L5 Ucma, L5a Batf3	CTP0001697	name
L5 Ucma, L5a Fam5c	CTP0001506	name
L6 Syt17	CTP0001703	name
L6 Car12, L6 Syt17	CTP0001043	name
Sst Cbln4	CTP0002790	name
Vip Cxcl14_Car4	CTP0002189	name
Vip Gpc3	CTP0001759	name
Vip Mybpc1	CTP0000591	name
Vip Chat	CTP0000383	name
Vip Gpc3, Vip Cxcl14_Car4	CTP0002379	name
L6a Mgp	CTP0003474	name
Vip Cxcl14_Car4, Vip Mybpc1	CTP0002523	name
Vip Sncg	CTP0003313	name
Pvalb Gpx3, Pvalb Wt1	CTP0002527	name
Pvalb Tpbg, Pvalb Tacr3	CTP0001537	name
Sst Cdk6, Sst Myh8	CTP0001818	name
Sst Th, Sst Myh8	CTP0002146	name
Vip Gpc3, Vip Chat	CTP0001965	name
Vip Mybpc1, Vip Cxcl14_Car4	CTP0003459	name
glutamatergic neuron of primary visual area, layer 5a	CTP0002419	name
GABAergic neuron of primary visual area, layer 5 and layer 6	CTP0002774	name
GABAergic neuron of primary visual area, layer 1 to 4	CTP0001520	name
endothelial cell OR oligodendrocyte precursor cell of primary visual cortex	CTP0000984	name
astrocyte of primary visual cortex	CTP0002983	name
glutamatergic neuron of primary visual cortex, layer 2/3 and layer 4	CTP0000453	name
GABAergic neuron of primary visual cortex	CTP0002967	name
glutamatergic neuron of primary visual area, layer 4	CTP0000344	name
glutamatergic neuron of primary visual cortex, layer 2/3	CTP0002107	name
glutamatergic neuron of primary visual cortex, layer 2	CTP0000430	name
glutamatergic neuron of primary visual area, layer 2/3 and layer 4	CTP0001987	name
L6a Car12	CTP0001427	name
L6a Syt17, L6a Car12	CTP0002239	name
L6a Syt17	CTP0000929	name
Sst Cbln4, Sst Cdk6	CTP0003181	name
glutamatergic neuron of primary visual area, layer 5a and layer 6a	CTP0000573	name
Sst Chodl	CTP0001777	name
L4 Arf5, L4 Sparcl1	CTP0001255	name
L6a Plcxd3, L5a Batf3	CTP0002283	name
L4 Sparcl1, L4 Arf5	CTP0000972	name
L4 Scnn1a, L5 Hsd11b1	CTP0001130	name
Pvalb Tacr3, Pvalb Gpx3	CTP0000926	name
Sst Th	CTP0001548	name
Sst Cdk6	CTP0000478	name
Sst Cdk6, Sst Cbln4	CTP0001418	name
Sst Tacstd2	CTP0001760	name
Sst Myh8, Sst Cdk6	CTP0000473	name
OPC/Oligo, Oligo Opalin	CTP0001108	name
Sncg	CTP0000990	name
Endo Tbc1d4	CTP0002027	name
Ndnf Car4	CTP0000905	name
Igtp	CTP0001836	name
Ndnf Cxcl14	CTP0002432	name
Ndnf Cxcl14, Vip Cxcl14_Car4	CTP0002292	name
Cd34, Ndnf Cxcl14	CTP0000741	name
Cd34	CTP0000345	name
Vip Chat, Vip Gpc3	CTP0000683	name
L4 Sparcl1, L2/3 Otof	CTP0002681	name
L2/3 Otof, L2 Ngb	CTP0000714	name
Vip Sncg, Vip Mybpc1	CTP0002372	name
Ndnf Cxcl14, Cd34	CTP0002538	name
Ndnf Car4, Ndnf Cxcl14	CTP0003391	name
Vip Cxcl14_Car4, Vip Chat	CTP0000629	name
Sst Tacstd2, Sst Cbln4	CTP0000693	name
Sst Th, Pvalb Gpx3	CTP0002450	name
Endo Myl9, OPC Pdgfra	CTP0003013	name
L5a Batf3, L6a Plcxd3	CTP0002890	name
L2/3 Otof, L4 Sparcl1	CTP0002638	name
Ndnf Cxcl14, Vip Gpc3	CTP0002655	name
Vip Cxcl14_Car4, Ndnf Cxcl14	CTP0000715	name
L6b Mup5, L6a Plcxd3	CTP0001067	name
L6b Trh	CTP0000778	name
L6b Mup5	CTP0001301	name
L6a Plcxd3, Pvalb Gpx3	CTP0001903	name
Endo Myl9	CTP0002760	name
L6b Trh, L6b Mup5	CTP0002461	name
Vip Cxcl14_Car4, Vip Gpc3	CTP0000792	name
Sst Tacstd2, Pvalb Rspo2	CTP0001737	name
Sst Th, Sst Cbln4	CTP0002503	name
Pvalb Gpx3, Pvalb Tacr3	CTP0000549	name
Pvalb Gpx3, Pvalb Rspo2	CTP0001168	name
Pvalb Tacr3, Igtp	CTP0001270	name
Vip Chat, Vip Cxcl14_Car4	CTP0000587	name
Pvalb Tpbg, Pvalb Gpx3	CTP0001637	name
L6a Plcxd3, L6b Mup5	CTP0002779	name
Sst Cbln4, Vip Chat	CTP0003011	name
L6 Syt17, L5a Syt17	CTP0001473	name
L5a Fam5c, L5a Syt17	CTP0003072	name
oligodendrocyte of primary visual cortex	CTP0000305	name
glutamatergic neuron of primary visual area, layer 5b	CTP0002905	name
glutamatergic neuron of primary visual area, layer 5	CTP0001526	name
glutamatergic neuron of primary visual area, layer 5 and layer 5a	CTP0002266	name
glutamatergic neuron of primary visual area, layer 4 and layer 5	CTP0003093	name
glutamatergic neuron of primary visual area, layer 6b	CTP0000804	name
glutamatergic neuron of primary visual area, layer 6a and layer 6b	CTP0003154	name
endothelial cell of primary visual cortex	CTP0000819	name
glutamatergic neuron of primary visual area, layer 6a	CTP0002799	name
microglial cell of primary visual cortex	CTP0001181	name
oligodendrocyte precursor cell of primary visual cortex	CTP0002912	name
oligodendrocyte OR oligodendrocyte precursor cell of primary visual cortex	CTP0002924	name
glutamatergic neuron of primary visual cortex, layer 2 and layer 2/3	CTP0002702	name
glutamatergic neuron of primary visual area, layer 6	CTP0002157	name
glutamatergic neuron of primary visual area, layer 4 and layer 6	CTP0000848	name
glutamatergic neuron of primary visual area, layer 5a and layer 5b	CTP0002546	name
GABAergic neuron of primary visual cortex, layer 5 and layer 6	CTP0000979	name
glutamatergic neuron of primary visual area, layer 5a and layer 6	CTP0002942	name
neurogliaform cell of primary visual cortex	CTP0001618	name
glutamatergic neuron of primary visual area, layer 5 and layer 6a	CTP0000911	name
medial ganglionic eminence progenitor	CTP0003085	name
nCTX.125.SST	CTP0000823	name
nCTX.125.CORT	CTP0001215	name
ip.125.DLL1	CTP0001713	name
pMGE.125.FRZB	CTP0002249	name
pMGE.125.CYP1B1	CTP0000436	name
nMGE.125.NEFL	CTP0001632	name
oMGE.125.PDGFRA	CTP0002257	name
p.125.ATF3	CTP0002135	name
pMGE.125.AQP4	CTP0002563	name
telencephalic progenitor cell	CTP0002392	name
intermediate medial ganglionic eminence progenitor	CTP0002138	name
medial ganglionic eminence neuron	CTP0001337	name
nCTX.100.DLX5	CTP0002824	name
pMGE.100.AQP4	CTP0002451	name
nCTX.100.SST	CTP0003385	name
oMGE.100.PDGFRA	CTP0001404	name
ip.100.DLL1	CTP0002428	name
pTEL.100.OLIG1	CTP0001260	name
lateral ganglionic eminence neuron	CTP0000815	name
p.100.CTGF	CTP0002551	name
pTEL.100.CRH	CTP0002484	name
nCTX.100.CORT	CTP0000423	name
pMGE.100.FRZB	CTP0001104	name
p.100.ATF3	CTP0002691	name
nCTX.100.SST.CRABP1	CTP0001080	name
nMGE.100.CFC1	CTP0002628	name
nMGE.54.CFC1	CTP0002072	name
nCTX.54.GRIA2	CTP0002124	name
nCTX.54.CORT.NEFL	CTP0001006	name
nCTX.54.SST	CTP0001724	name
nCTX.54.CORT	CTP0001583	name
IpMGE.54.OLIG1	CTP0001998	name
nMGE.54.GAD1	CTP0001435	name
ipMGE.54.ST18	CTP0001563	name
pMGE.54.SPARCL1	CTP0001166	name
pTEL.54.PAX6	CTP0002166	name
pTEL.24.PAX6	CTP0001275	name
nMGE.24.LHX8	CTP0000699	name
pMGE.24.NKX2-1	CTP0000331	name
pTEL.24.ANXA1	CTP0002843	name
nLGE.24.SP8	CTP0000513	name
nLGE.24.CFC1	CTP0000655	name
nMGE.24.LHX8.GRIA2	CTP0002363	name
ipMGE.24.DLL1	CTP0003257	name
pMGE.54.CRABP2	CTP0001606	name
late enterocyte progenitor	CTP0002506	name
early enterocyte progenitor	CTP0001617	name
endocrine cell	CTP0000029	name
CL:0000163	CTP0000029	ontology
endocrine cell	CTP0000029	name
hair germinal matrix cell	CTP0000261	name
CL:0002562	CTP0000261	ontology
hair germinal matrix cell	CTP0000261	name
hair follicle dermal papilla cell	CTP0000262	name
CL:0000346	CTP0000262	ontology
hair follicle dermal papilla cell	CTP0000262	name
hair germ cell	CTP0001977	name
hair follicle bulge stem cell	CTP0001265	name
proliferating neural progenitor cell 4	CTP0001145	name
proliferating neural progenitor cell 5	CTP0001495	name
immature neuron 5	CTP0001305	name
proliferating neural progenitor cell	CTP0003167	name
immature neuron 3	CTP0001358	name
proliferating neural progenitor cell 4 - astrocyte	CTP0001559	name
proliferating neural progenitor cell 3	CTP0002323	name
vascular smooth muscle cell	CTP0001917	name
immature neuron 1	CTP0002547	name
proliferating neural progenitor cell 1	CTP0002310	name
immature neuron 4	CTP0002476	name
proliferating neural progenitor cell 2	CTP0003361	name
proliferating neural progenitor cell 5 - vascular smooth muscle cell	CTP0000568	name
proliferating neural progenitor cell 5 - microglial cell	CTP0002863	name
astrocytes or ependymal cell	CTP0003189	name
proliferating neural progenitor cell 4 - ependymal cell	CTP0002953	name
ependymal cell	CTP0000263	name
CL:0000065	CTP0000263	ontology
ependymal cell	CTP0000263	name
TA-a	CTP0001764	name
TA-b	CTP0001722	name
TB	CTP0002892	name
SB	CTP0003296	name
SA-b	CTP0000730	name
SA-a	CTP0001381	name
placode	CTP0003396	name
neural tube	CTP0002408	name
pharyngeal mesoderm	CTP0001368	name
forebrain	CTP0003401	name
mid hindbrain	CTP0000516	name
mixed mesoderm	CTP0001148	name
somitic mesoderm	CTP0003465	name
cardiocyte	CTP0000025	name
CL:0002494	CTP0000025	ontology
cardiocyte	CTP0000025	name
foregut	CTP0002245	name
neural crest cell	CTP0000264	name
CL:0011012	CTP0000264	ontology
neural crest cell	CTP0000264	name
mesoderm progenitor	CTP0002440	name
extraembryonic endoderm cell	CTP0002965	name
presomitic mesoderm	CTP0003378	name
neuron	CTP0000027	name
CL:0000540	CTP0000027	ontology
NEURON	CTP0000027	alias
Neuron.Gad1Gad2.Cplx3-Npy	CTP0001841	name
Neuron.Slc17a7-Slc17a6.Shisa8	CTP0001089	name
Neuron.Slc17a7-Slc17a8.Fezf2-Slc17a8	CTP0001398	name
Neuron.Gad1Gad2-Chat.Synpr-Slc5a7	CTP0001421	name
Neuron.Slc17a7.Bcl6-C1ql2	CTP0003250	name
Neuron.Gad1Gad2.Synpr-Pcdh11x	CTP0003117	name
MURAL	CTP0001030	name
Neuron.Gad1Gad2.Sst-Pdyn	CTP0003083	name
ENDOTHELIAL_TIP	CTP0002491	name
Endothelial_Tip.Dcn.Mgp-Penk	CTP0001658	name
ENDOTHELIAL_STALK	CTP0002132	name
Endothelial_Stalk.Flt1.Car4	CTP0003193	name
Neuron.Gad1Gad2.Synpr-Crispld2	CTP0003368	name
Neuron.Gad1Gad2-Th.Nr4a2	CTP0003264	name
Neuron.Slc17a7-Slc17a6.Tshz2-Fos	CTP0003146	name
Neuron.Gad1Gad2.Sst-Crh	CTP0001753	name
Endothelial_Stalk.Flt1.Gm9946	CTP0001446	name
Endothelial_Stalk.Flt1.Gkn3	CTP0002717	name
Neuron.Slc17a7-Slc17a6.Tshz2-Cabp7	CTP0000799	name
Neuron.Slc17a7-Slc17a6.Fezf2-Htr2c	CTP0002513	name
Neuron.Gad1Gad2.Cplx3-Egln3	CTP0002218	name
POLYDENDROCYTE	CTP0000302	name
Neuron.Sc17a7.Crym	CTP0002802	name
Neuron.Gad1Gad2-Slc17a8.Synpr-Sncg-Yjefn3	CTP0000748	name
Endothelial_Tip.Dcn.Nnat	CTP0000872	name
macrophage	CTP0000008	name
CL:0000235	CTP0000008	ontology
MACROPHAGE	CTP0000008	alias
Macrophage.C1qb.Mrc1	CTP0002885	name
astrocyte	CTP0000017	name
CL:0000127	CTP0000017	ontology
ASTROCYTE	CTP0000017	alias
Endothelial_Tip.Dcn.Mgp-Clu	CTP0001710	name
Astrocyte.Gja1.Sparc	CTP0001513	name
oligodendrocyte	CTP0000022	name
CL:0000128	CTP0000022	ontology
OLIGODENDROCYTE	CTP0000022	alias
Oligodendrocyte.Tfr.Klk6	CTP0003351	name
Neuron.Sc17a7.Oprk1	CTP0000295	name
Astrocyte.Gja1.Myoc	CTP0002213	name
Endothelial_Tip.Dcn.Coch	CTP0001693	name
Neuron.Sc17a7.Calb1-Lpl-Penk	CTP0003059	name
Neuron.Slc17a7.Syt6-Cplx3	CTP0003018	name
Neuron.Sc17a7.Calb1-Tshz2	CTP0001033	name
Neuron.Slc17a7-Slc17a6.Tshz2	CTP0001928	name
Neuron.Slc17a7-Slc17a6.Tshz2-Prlr	CTP0002188	name
Neuron.Sc17a7.Rorb-Gpr83	CTP0003166	name
Neuron.Slc17a7-Slc17a6.Rorb-Pcdh20	CTP0002348	name
Neuron.Gad1Gad2.Pvalb-Cartpt	CTP0002903	name
Oligodendrocyte.Tfr.Tmem2	CTP0003381	name
Neuron.Slc17a7.Syt6-Tshz2-Nrep	CTP0001247	name
Neuron.Slc17a7.Syt6-Tox	CTP0002873	name
Neuron.Gad1Gad2.Pvalb-Unc5b	CTP0003403	name
Neuron.Slc17a7.Bcl6-Npnt	CTP0000913	name
Neuron.Slc17a7.Syt6-Fos	CTP0000538	name
Neuron.Slc17a7.Syt6-Nnat	CTP0000961	name
Neuron.Gad1Gad2.Pvalb-Nefm	CTP0000719	name
Neuron.Gad1Gad2.Synpr-Sncg	CTP0002154	name
Neuron.Slc17a7.Bcl6-Fos	CTP0000734	name
Astrocyte.Gja1.Igfbp2	CTP0001242	name
Neuron.Slc17a7.Bcl6-Dditl	CTP0002433	name
Polydendrocyte.Tnr.Tmsb4x	CTP0001699	name
Neuron.Slc17a7-Slc17a6.Tshz2-Rasd1	CTP0002684	name
Oligodendrocyte.Tfr.Il33	CTP0001481	name
Neuron.Gad1Gad2.Cplx3-Reln	CTP0002084	name
Endothelial_Stalk.Flt1.Vwf	CTP0002162	name
Polydendrocyte.Tnr.Dlx1	CTP0003132	name
Neuron.Slc17a7.Fibcd1-Lypd1	CTP0000336	name
Neuron.Slc17a7-Slc17a6.Tshz2-Nnat	CTP0001164	name
Gad1Gad2_Id2.Bcl11b	CTP0003467	name
Neuron.Sc17a7.Calb1-Otof	CTP0001605	name
Neuron.Slc17a7.Fibcd1-Kitl	CTP0000598	name
Gad1Gad2Slc17a8_Htr3a.Ktcd12	CTP0001922	name
Neuron.Slc17a7.Calb2-Vgll3	CTP0002626	name
Gad1Gad2_Htr3a.Efba5	CTP0001562	name
Neuron.Slc17a7.Pvrl3-Fos	CTP0001909	name
Neuron.Slc17a7.Fibcd1-Fos	CTP0003088	name
Neuron.Slc17a7.Pvrl3-Inhba	CTP0002327	name
Gad1Gad2_Htr3a.Ecel1	CTP0002369	name
Neuron.Slc17a7.C1ql2-Cck	CTP0001504	name
Neuron.Slc17a7.Dcn-Camk2d	CTP0001408	name
Neuron.Slc17a7.Fibcd1-Nrip3	CTP0001395	name
Oligodendrocyte.Trf.Plin3	CTP0000789	name
Neuron.Gad1Gad2_Pvalb.Gfra1	CTP0002709	name
Gad1Gad2_Htr3a.Cpne5	CTP0000691	name
Neuron.Gad1Gad2_Pvalb.Tac1	CTP0002312	name
Gad1Gad2_Id2.Prlr	CTP0001731	name
Neuron.Slc17a7.Nxph3-Hpcal-Krt12	CTP0003129	name
Neuron.Slc17a7.Cbln1-Trps1	CTP0002747	name
Neuron.Slc17a7-Slc17a6.Nxph3-Cbln2-Kcnh8	CTP0001462	name
Neuron.Slc17a6.Nefm	CTP0001963	name
Endothelial_Stalk.Flt1.Cdkn2b	CTP0001092	name
EPENDYMAL	CTP0002631	name
Gad1Gad2_Cplx3.Tox	CTP0001914	name
Gad1Gad2_Htr3a.Krt73	CTP0002726	name
Neuron.Slc17a7.Fezf2-Efna5	CTP0002431	name
Neuron.Slc17a7.Dcn-Pou3f1	CTP0000971	name
Neuron.Slc17a7.FIbcd1-Inhba	CTP0002982	name
Mural.Acta2Rgs5.Acta2	CTP0002331	name
Neuron.Slc17a7.Syt6-Slc24a2	CTP0001496	name
Neuron.Slc17a7.Bcl6-Ptgfr	CTP0002608	name
Mural.Acta2Rgs5Rgs5	CTP0001133	name
Neuron.Slc17a7-Slc17a6.Fezf2-3110035E14Rik	CTP0001288	name
Mural.Acta2Rgs5.Abcc9	CTP0002423	name
Mural.Acta2Rgs5.Fos	CTP0001386	name
Polydendrocyte.Tnr.Cspg5	CTP0001274	name
Polydendrocyte.Tnr.Lims2-Tmsb4x	CTP0001662	name
Neuron.Gad1Gad2.Synpr-Nnat	CTP0000610	name
Endothelial_Tip.Dcn.Inmt	CTP0001715	name
MICROGLIA	CTP0003422	name
Oligodendrocyte.Tfr.Sez6	CTP0002687	name
Microglia.C1qb.Tmem119	CTP0001994	name
Microglia.C1qb.Tmem119-Fos	CTP0002874	name
Neuron.Gad1Gad2.Sst-Nr2f2	CTP0002398	name
Neuron.Sc17a7.Calb1-Lpl-Cadm2	CTP0001339	name
Neuron.Slc17a7-Slc17a8.Syt6-Lancl3	CTP0001978	name
Neuron.Slc17a7.Bcl6-Ndst4	CTP0000353	name
Microglia.C1qb.Tmem119-Junb	CTP0002754	name
Ependymal.Ccdc153	CTP0003327	name
Neuron.Slc17a7.Rgs14	CTP0000308	name
Neuron.Slc17a7.Pvrl3-Nos1	CTP0002108	name
Neuron.Slc17a7.Cbln1-Gpr88	CTP0001939	name
Neuron.Slc17a7.Fibcd1-Nptx2	CTP0001102	name
Neuron.Slc17a7.Pvrl3-St18	CTP0002658	name
Neuron.Slc17a7.Calb2-Adcyap1	CTP0000425	name
Mural.Acta2Rgs5.Kcnj8-Abcc9	CTP0002452	name
Neuron.Slc17a7.Bcl6-Pvalb	CTP0000738	name
Neuron.Gad1Gad2.Nfib-Satb1	CTP0002391	name
Neuron.Slc17a7-Slc17a6.Calb1-Rorb-Il1rapl2	CTP0001515	name
Neuron.Gad1Gad2-Chat	CTP0002957	name
Endothelial_Tip.Dcn	CTP0001160	name
Mural.Rgs5Acta2.Pdgfa	CTP0000356	name
Mural.Rgs5Acta2.Ccnd1	CTP0001635	name
Mural.Rgs5Acta2.Cnn1	CTP0001237	name
Mural.Rgs5Acta2.Junb	CTP0002122	name
Neuron.Gad1Gad2.Pmch	CTP0002151	name
Neuron.Slc17a6.Cacna2d1	CTP0002294	name
Neuron.Slc17a6-Gad2-Th.Crhbp	CTP0001868	name
Oligodendrocyte.Tfr.Slco3a1	CTP0003456	name
Neuron.Slc17a6.C1ql2	CTP0000942	name
Oligodendrocyte.Tfr.Ndrg2	CTP0000755	name
Neuron.Th.C1ql3	CTP0002870	name
Neuron.Th-Slc17a6-Lpl	CTP0002721	name
Neuron.Gad1Gad2.Pax5	CTP0000544	name
Oligodendrocyte.Tfr.Plin3	CTP0002676	name
Oligodendrocyte.Tfr.Ctps	CTP0003066	name
Neuron.Th.Cyp26b1	CTP0003149	name
Neuron.Th.Grin2c	CTP0000958	name
Neuron.Gad1Gad2.Gad2	CTP0003319	name
Neuron.Gad1Gad2.Otx2-Chrna3	CTP0001008	name
Mural.Rgs5Acta2.Fos	CTP0000321	name
Neuron.Gad1Gad2-Slc17a6.Cbln1	CTP0003031	name
Astrocyte.Gja1.Htra1	CTP0002808	name
Neuron.Slc17a7.Nxph3-Hpcal-Igfbp4	CTP0002804	name
Neuron.Gad1Gad2.Six3-Pvalb	CTP0002085	name
Oligodendrocyte.Trf.Ctps	CTP0002859	name
Polydendrocyte.Tnr.Ctps	CTP0001486	name
Oligodendrocyte.Trf.Ndrg2	CTP0002690	name
Oligodendrocyte.Trf.Il33	CTP0002783	name
Polydendrocyte.Tnr.Pdgfa	CTP0002029	name
Oligodendrocyte.Trf.Serpinb1a	CTP0002344	name
Neuron.Gad1Gad2.Pvalb-Gfra2	CTP0002377	name
Oligodendrocyte.Trf.Klk6	CTP0001988	name
Neuron.Slc17a6.Pitx2	CTP0003176	name
Neuron.Gad1Gad2.Tcf7l2	CTP0000522	name
Polydendrocyte.Tnr.Bmp4	CTP0002788	name
Mural.Rgs5Acta2.Kcnj8	CTP0000442	name
Neuron.Gad1Gad2.Dlk1	CTP0001944	name
Endothelial_Stalk.Flt1.Tgfb2	CTP0002269	name
Neuron.Slc17a7.Zbtb20	CTP0001800	name
Oligodendrocyte.Trf.Cldn11	CTP0000705	name
Neuron.Gad1Gad2.Pvalb-Spp1	CTP0002139	name
Neuron.Gad1Gad2.Pvalb-Ntng1	CTP0002397	name
Neuron.Gad1Gad2.Otx2	CTP0001555	name
Neuron.Slc17a7.Bcl6-Tcerg1l	CTP0002502	name
Neuron.Gad1Gad2.Sema3e	CTP0001575	name
Neuron.Slc17a6.Shox2	CTP0002227	name
Neuron.Slc17a6.Nts	CTP0003452	name
Neuron.Gad1Gad2.Gad2-Fos	CTP0001913	name
Endothelial_Tip.Dcn.Alcam	CTP0003079	name
Neuron.Gad1Gad2.Rln3	CTP0003363	name
Neuron.Sc17a7.Fermt1	CTP0002822	name
Neuron.Sc17a7.Rorb-BC006965	CTP0003062	name
Neuron.Slc17a7.Bcl6-Tshz2-Syt2	CTP0002486	name
Neuron.Slc17a7.Syt6-Sla	CTP0002236	name
Neuron.Slc17a7.Bcl6-Cbln1	CTP0000858	name
Neuron.Sc17a7.Calb1-Lpl	CTP0002030	name
Neuron.Sc17a7.Sema3e-Nnat	CTP0002660	name
Neuron.Slc17a7-Slc17a6.Tshz2-Npnt	CTP0000399	name
Neuron.Sc17a7.Sema3e-Onecut2	CTP0002096	name
Neuron.Slc17a7.Syt6-Nefm	CTP0001387	name
Neuron.Sc17a7.Calb1-Ddit4l	CTP0001243	name
Neuron.Sc17a7.Calb1-Fos	CTP0002260	name
Neuron.Gad1Gad2.Ndnf	CTP0001304	name
Neuron.Th.Nefl	CTP0001118	name
Neuron.Gad1Gad2.Tmem132c	CTP0002936	name
Polydendrocyte.Tnr.Tmem2	CTP0002730	name
Neuron.Slc17a6.Tcf4	CTP0000327	name
Neuron.Gad1Gad2.Ttn	CTP0000828	name
Endothelial_Tip.Dcn.Ifitm1	CTP0001489	name
Neuron.Th.Aldh1a1	CTP0002314	name
Neuron.Slc17a6.Nkx6-1	CTP0001276	name
Neuron.Gad1Gad2.Gad2-Kcnc3	CTP0003155	name
Mural.Rgs5Acta2.Cbr2	CTP0003421	name
Endothelial_Stalk.Flt1.Cdkn1c	CTP0000490	name
Neuron.Gad1Gad2.Sema3e-Kcng4	CTP0001964	name
Neuron.Th.Cadm2	CTP0003358	name
Neuron.Th.Cbln1	CTP0000698	name
Neuron.Th.Vcan	CTP0000941	name
Mural.Rgs5Acta2.Cd9	CTP0001197	name
Polydendrocyte.Tnr.Cspg5-Dad1	CTP0001034	name
Astrocyte.Gja1.Cst3	CTP0001565	name
Mural.Rgs5Acta2.Rgs5	CTP0000272	name
Polydendrocyte.Tnr.Opalin	CTP0001090	name
Endothelial_Tip.Dcn.Mgp	CTP0001822	name
Neuron.Slc17a7.Nxph3-Hpcal1-Fos	CTP0001146	name
Neuron.Sc17a7.Tshz2-Smoc1	CTP0001675	name
Endothelial_Tip.Dcn.Dapl1	CTP0001120	name
Oligodendrocyte.Tnf.Ptgds	CTP0001365	name
Oligodendrocyte.Tnf.Igsf8	CTP0000854	name
Neuron.Slc17a7.Parm1.Fos	CTP0002254	name
Oligodendrocyte.Tnf.Kif5b	CTP0000922	name
Neuron.Slc17a7.Parm1.Ndnf	CTP0003199	name
Neuron.Gad1Gad2.Pvalb	CTP0001717	name
Gad1Gad2_Htr3a.Htr1b	CTP0000287	name
Polydendrocyte.Tnr.Cyth3	CTP0000447	name
Neuron.Slc17a6.Cck	CTP0000703	name
Neuron.Chat-Gad1Gad2-Slc17a8.Ngfr	CTP0002980	name
Neuron.Slc17a6.Tcf7l2	CTP0001598	name
Endothelial_Stalk.Flt1.Cfh	CTP0002593	name
Neuron.Gad1Gad2.Adora2a-Pde1c	CTP0000535	name
Neuron.Slc17a6-Slc17a7-Slc17a8.Fezf2.Slc17a8	CTP0001523	name
Oligodendrocyte.Tnf.Igsf8-Ctps	CTP0000293	name
Neuron.Slc17a7.Parm1.Tshz2	CTP0003216	name
Neuron.Slc17a7.Parm1.Lsamp	CTP0000414	name
Neuron.Slc17a7.Syt6-Cyp26b1	CTP0002619	name
Neuron.Slc17a7.Syt6-Sema5a	CTP0002556	name
Neuron.Slc17a7.Syt6-Etv1	CTP0000282	name
Neuron.Slc17a7.Parm1.Nnat	CTP0002668	name
Neuron.Slc17a7.Syt6-Slc30a3	CTP0001068	name
NeuronSlc17a7-Slc17a6.Syt6-Nnat	CTP0002225	name
Oligodendrocyte.Tnf.Klk6	CTP0002962	name
Neuron.Slc17a7.Syt6-Efna5	CTP0001665	name
Neuron.Slc17a7.Syt6-Kit	CTP0003380	name
Neuron.Slc17a7.Syt6-Sema3c	CTP0002389	name
Neuron.Slc17a7.Nptxr-Fos	CTP0003170	name
Neuron.Slc17a7-Slc17a8.Syt6-Cplx3	CTP0002164	name
Neuron.Gad1Gad2.Cplx3	CTP0001257	name
Neuron.Slc17a7.Syt6-Lypd1	CTP0000411	name
Neuron.Slc17a6-Slc17a7.Nr4a2	CTP0001062	name
Neuron.Gad1Gad2.Cadm2	CTP0001200	name
Neuron.Slc17a7.Neurod2-Rorb	CTP0000960	name
Neuron.Gad1Gad2.Cyp26b1	CTP0002620	name
Polydendrocyte.Tnr.Pdgfa-Pik3r3	CTP0000790	name
Neuron.Gad1Gad2.Elfn1-Grik3	CTP0002899	name
Endothelial_Stalk.Flt1.Mgp	CTP0003061	name
